Color	Gene	Number
turquoise	Cabs1	1
turquoise	Cabyr	1
brown	Cacfd1	3
turquoise	Cachd1	1
lightcyan	Cacna1a	16
midnightblue	Cacna1b	15
midnightblue	Cacna1c	15
black	Cacna1d	7
lightcyan	Cacna1e	16
red	Cacna1f	6
black	Cacna1g	7
orange	Cacna1h	25
blue	Cacna1i	2
turquoise	Cacna1s	1
blue	Cacna2d1	2
salmon	Cacna2d2	13
black	Cacna2d3	7
blue	Cacna2d4	2
orange	Cacnb1	25
green	Cacnb2	5
violet	Cacnb3	32
skyblue	Cacnb4	28
blue	Cacng1	2
black	Cacng2	7
blue	Cacng3	2
salmon	Cacng4	13
red	Cacng5	6
blue	Cacng7	2
turquoise	Cacng8	1
pink	Cactin	8
darkred	Cacul1	21
turquoise	Cacybp	1
turquoise	Cad	1
darkmagenta	Cadm1	34
green	Cadm2	5
tan	Cadm3	12
lightyellow	Cadm4	19
yellow	Cadps	4
darkslateblue	Cadps2	48
yellow	Cage1	4
lightgreen	Calb1	18
midnightblue	Calb2	15
steelblue	Calca	30
brown	Calcb	3
violet	Calcoco1	32
salmon	Calcr	13
magenta	Calcrl	9
blue	Cald1	2
blue	Calhm2	2
turquoise	Calhm3	1
darkturquoise	Calm1	23
violet	Calm2	32
turquoise	Calm4	1
greenyellow	Calml3	11
red	Calml4	6
brown	Caln1	3
tan	Calr	12
turquoise	Calr3	1
pink	Calr4	8
green	Calu	5
lightgreen	Caly	18
lightsteelblue1	Camk1	41
turquoise	Camk1d	1
yellow	Camk1g	4
violet	Camk2a	32
bisque4	Camk2b	47
salmon	Camk2d	13
midnightblue	Camk2g	15
magenta	Camk4	9
floralwhite	Camkk1	44
lightcyan	Camkk2	16
blue	Camkmt	2
purple	Camkv	10
red	Camp	6
pink	Camsap1	8
darkgrey	Camsap2	24
salmon	Camsap3	13
orangered4	Camta1	39
lightcyan	Camta2	16
lightyellow	Cand1	19
yellow	Cand2	4
skyblue	Cant1	28
darkred	Canx	21
bisque4	Cap1	47
lightcyan	Cap2	16
blue	Capg	2
lightcyan	Capn1	16
steelblue	Capn10	30
orangered4	Capn12	39
darkred	Capn13	21
honeydew1	Capn15	58
midnightblue	Capn2	15
turquoise	Capn3	1
tan	Capn5	12
lightgreen	Capn6	18
tan	Capn7	12
turquoise	Capn9	1
black	Capns1	7
brown	Caprin1	3
green	Caprin2	5
midnightblue	Caps2	15
blue	Capsl	2
salmon	Capza1	13
royalblue	Capza3	20
darkorange	Capzb	26
blue	Car1	2
darkolivegreen	Car10	33
darkolivegreen	Car11	33
saddlebrown	Car12	29
turquoise	Car13	1
blue	Car14	2
darkgreen	Car15	22
darkolivegreen	Car2	33
midnightblue	Car3	15
black	Car4	7
blue	Car5a	2
turquoise	Car5b	1
brown	Car6	3
turquoise	Car7	1
black	Car8	7
lightyellow	Car9	19
midnightblue	Card11	15
cyan	Card14	14
green	Card6	5
salmon	Card9	13
blue	Carf	2
skyblue	Carhsp1	28
darkturquoise	Carkd	23
black	Carm1	7
navajowhite2	Carns1	54
cyan	Cars	14
brown	Cars2	3
grey60	Cartpt	17
turquoise	Casc1	1
darkorange	Casc3	26
darkorange	Casc4	26
purple	Casc5	10
orange	Casd1	25
red	Cask	6
yellow	Caskin1	4
salmon	Caskin2	13
red	Casp12	6
magenta	Casp14	9
blue	Casp16	2
turquoise	Casp2	1
paleturquoise	Casp3	31
red	Casp4	6
steelblue	Casp6	30
green	Casp7	5
turquoise	Casp8	1
turquoise	Casp8ap2	1
lightcyan	Casp9	16
turquoise	Casq1	1
green	Casq2	5
tan	Casr	12
darkturquoise	Cass4	23
blue	Cast	2
lightcyan1	Casz1	42
floralwhite	Cat	44
salmon	Catip	13
brown	Catsper1	3
green	Catsper2	5
black	Catsper3	7
red	Catsper4	6
turquoise	Catsperb	1
blue	Catsperd	2
green	Catsperg2	5
red	Cav1	6
pink	Cav2	8
greenyellow	Cav3	11
yellow	Cbfa2t2	4
purple	Cbfa2t3	10
turquoise	Cbfb	1
blue	Cbl	2
brown	Cblb	3
blue	Cblc	2
white	Cbll1	27
orangered4	Cbln1	39
magenta	Cbln2	9
blue	Cbln3	2
midnightblue	Cbln4	15
black	Cbr1	7
red	Cbr2	6
yellow	Cbr3	4
pink	Cbr4	8
lightpink4	Cbs	56
turquoise	Cbwd1	1
skyblue	Cbx1	28
red	Cbx2	6
black	Cbx3	7
white	Cbx4	27
black	Cbx5	7
lightcyan1	Cbx6	42
brown	Cbx7	3
blue	Cbx8	2
tan	Cby1	12
turquoise	Cby3	1
lightsteelblue1	Cc2d1a	41
pink	Cc2d1b	8
turquoise	Cc2d2a	1
blue	Ccar1	2
turquoise	Ccar2	1
green	Ccbe1	5
green	Ccbl1	5
turquoise	Ccbl2	1
steelblue	Ccdc101	30
blue	Ccdc102a	2
blue	Ccdc103	2
turquoise	Ccdc105	1
darkorange2	Ccdc106	45
red	Ccdc108	6
lightyellow	Ccdc109b	19
brown	Ccdc110	3
midnightblue	Ccdc113	15
pink	Ccdc114	8
turquoise	Ccdc115	1
brown	Ccdc116	3
royalblue	Ccdc117	20
darkred	Ccdc12	21
turquoise	Ccdc120	1
turquoise	Ccdc121	1
magenta	Ccdc122	9
yellow	Ccdc124	4
turquoise	Ccdc125	1
yellow	Ccdc126	4
skyblue	Ccdc127	28
brown	Ccdc129	3
blue	Ccdc13	2
darkorange	Ccdc130	26
turquoise	Ccdc132	1
cyan	Ccdc134	14
lightgreen	Ccdc136	18
greenyellow	Ccdc137	11
turquoise	Ccdc138	1
royalblue	Ccdc14	20
turquoise	Ccdc144b	1
greenyellow	Ccdc146	11
blue	Ccdc148	2
lightgreen	Ccdc15	18
brown	Ccdc150	3
orange	Ccdc151	25
brown	Ccdc154	3
darkgreen	Ccdc155	22
magenta	Ccdc157	9
turquoise	Ccdc158	1
lightyellow	Ccdc159	19
turquoise	Ccdc162	1
turquoise	Ccdc163	1
lightpink4	Ccdc166	56
yellow	Ccdc169	4
green	Ccdc17	5
turquoise	Ccdc171	1
blue	Ccdc172	2
pink	Ccdc173	8
brown	Ccdc174	3
turquoise	Ccdc175	1
turquoise	Ccdc176	1
greenyellow	Ccdc177	11
purple	Ccdc178	10
green	Ccdc18	5
darkorange2	Ccdc181	45
blue	Ccdc183	2
white	Ccdc184	27
darkgreen	Ccdc185	22
honeydew1	Ccdc186	58
black	Ccdc22	7
turquoise	Ccdc23	1
midnightblue	Ccdc25	15
turquoise	Ccdc27	1
turquoise	Ccdc28a	1
blue	Ccdc28b	2
blue	Ccdc3	2
blue	Ccdc30	2
skyblue	Ccdc32	28
cyan	Ccdc33	14
green	Ccdc34	5
turquoise	Ccdc36	1
turquoise	Ccdc37	1
magenta	Ccdc38	9
turquoise	Ccdc39	1
turquoise	Ccdc40	1
purple	Ccdc42	10
purple	Ccdc43	10
white	Ccdc47	27
ivory	Ccdc50	43
brown4	Ccdc51	46
brown	Ccdc53	3
turquoise	Ccdc54	1
saddlebrown	Ccdc55	29
turquoise	Ccdc57	1
blue	Ccdc58	2
lightgreen	Ccdc59	18
orange	Ccdc6	25
sienna3	Ccdc60	35
pink	Ccdc61	8
turquoise	Ccdc63	1
yellow	Ccdc64	4
green	Ccdc64b	5
plum1	Ccdc65	38
green	Ccdc66	5
tan	Ccdc67	12
pink	Ccdc68	8
darkred	Ccdc69	21
grey60	Ccdc7	17
black	Ccdc70	7
magenta	Ccdc71	9
green	Ccdc71l	5
turquoise	Ccdc73	1
brown	Ccdc74a	3
red	Ccdc77	6
turquoise	Ccdc78	1
turquoise	Ccdc79	1
royalblue	Ccdc8	20
magenta	Ccdc80	9
red	Ccdc81	6
tan	Ccdc82	12
turquoise	Ccdc83	1
paleturquoise	Ccdc84	31
red	Ccdc85a	6
lightpink4	Ccdc85b	56
brown	Ccdc86	3
turquoise	Ccdc87	1
darkorange2	Ccdc88a	45
grey60	Ccdc88b	17
green	Ccdc88c	5
brown	Ccdc89	3
yellowgreen	Ccdc9	36
brown	Ccdc90b	3
maroon	Ccdc91	55
darkolivegreen	Ccdc92	33
turquoise	Ccdc93	1
orangered4	Ccdc94	39
turquoise	Ccdc96	1
cyan	Ccdc97	14
yellow	Ccer1	4
green	Cchcr1	5
midnightblue	Ccin	15
yellow	Cck	4
white	Cckar	27
blue	Cckbr	2
blue	Ccl1	2
midnightblue	Ccl11	15
red	Ccl12	6
darkturquoise	Ccl17	23
red	Ccl19	6
green	Ccl2	5
thistle2	Ccl20	50
navajowhite2	Ccl21a	54
magenta	Ccl22	9
tan	Ccl24	12
brown	Ccl25	3
blue	Ccl27a	2
red	Ccl28	6
pink	Ccl3	8
blue	Ccl4	2
pink	Ccl5	8
turquoise	Ccl6	1
turquoise	Ccl7	1
midnightblue	Ccl8	15
maroon	Ccl9	55
darkturquoise	Ccm2	23
pink	Ccm2l	8
turquoise	Ccna1	1
darkturquoise	Ccna2	23
magenta	Ccnb1	9
grey60	Ccnb2	17
plum1	Ccnb3	38
blue	Ccnc	2
honeydew1	Ccnd1	58
blue	Ccnd2	2
turquoise	Ccnd3	1
lightcyan	Ccndbp1	16
royalblue	Ccne1	20
turquoise	Ccne2	1
purple	Ccnf	10
brown	Ccng1	3
purple	Ccng2	10
black	Ccnh	7
yellow	Ccni	4
purple	Ccnj	10
greenyellow	Ccnjl	11
orange	Ccnk	25
purple	Ccnl1	10
maroon	Ccnl2	55
green	Ccno	5
darkturquoise	Ccnt1	23
black	Ccnt2	7
turquoise	Ccny	1
magenta	Ccnyl1	9
blue	Ccp110	2
black	Ccpg1	7
turquoise	Ccpg1os	1
yellow	Ccr1	4
cyan	Ccr10	14
red	Ccr2	6
blue	Ccr3	2
blue	Ccr4	2
red	Ccr5	6
green	Ccr6	5
blue	Ccr7	2
pink	Ccr8	8
blue	Ccr9	2
salmon	Ccrl2	13
yellow	Ccrn4l	4
greenyellow	Ccs	11
darkorange2	Ccsap	45
darkorange	Ccser1	26
red	Ccser2	6
mediumpurple3	Cct2	40
skyblue3	Cct3	37
orange	Cct4	25
skyblue3	Cct5	37
bisque4	Cct6a	47
brown	Cct6b	3
skyblue3	Cct7	37
greenyellow	Cct8	11
grey60	Cct8l1	17
green	Ccz1	5
turquoise	Cd109	1
yellow	Cd14	4
blue	Cd151	2
turquoise	Cd160	1
sienna3	Cd163	35
darkred	Cd164	21
green	Cd164l2	5
turquoise	Cd177	1
paleturquoise	Cd180	31
lightsteelblue1	Cd19	41
black	Cd1d1	7
blue	Cd1d2	2
darkgreen	Cd2	22
salmon	Cd200	13
turquoise	Cd200r1	1
midnightblue	Cd200r2	15
turquoise	Cd200r3	1
pink	Cd207	8
yellow	Cd209a	4
green	Cd209b	5
midnightblue	Cd209c	15
midnightblue	Cd209d	15
violet	Cd209e	32
brown	Cd22	3
turquoise	Cd226	1
darkolivegreen	Cd247	33
black	Cd248	7
brown	Cd24a	3
cyan	Cd27	14
red	Cd274	6
turquoise	Cd276	1
blue	Cd28	2
lightcyan1	Cd2ap	42
lightsteelblue1	Cd2bp2	41
navajowhite2	Cd300a	54
turquoise	Cd300e	1
midnightblue	Cd300lb	15
blue	Cd300ld	2
turquoise	Cd300lf	1
sienna3	Cd300lg	35
green	Cd302	5
turquoise	Cd320	1
thistle1	Cd33	51
green	Cd34	5
brown	Cd36	3
brown	Cd37	3
salmon	Cd38	13
blue	Cd3d	2
darkturquoise	Cd3e	23
ivory	Cd3eap	43
turquoise	Cd3g	1
saddlebrown	Cd4	29
turquoise	Cd40	1
yellow	Cd40lg	4
salmon	Cd44	13
blue	Cd46	2
darkorange	Cd47	26
yellow	Cd48	4
black	Cd5	7
pink	Cd52	8
turquoise	Cd53	1
turquoise	Cd59a	1
green	Cd5l	5
red	Cd6	6
yellow	Cd63	4
blue	Cd68	2
blue	Cd69	2
turquoise	Cd7	1
brown	Cd70	3
blue	Cd72	2
magenta	Cd74	9
red	Cd79a	6
blue	Cd79b	2
blue	Cd80	2
salmon	Cd81	13
lightcyan1	Cd82	42
green	Cd83	5
turquoise	Cd84	1
turquoise	Cd86	1
brown	Cd8a	3
salmon	Cd8b1	13
blue	Cd9	2
blue	Cd93	2
grey60	Cd96	17
green	Cd97	5
lightyellow	Cd99	19
salmon	Cd99l2	13
yellow	Cda	4
darkturquoise	Cdadc1	23
yellow	Cdan1	4
purple	Cdc123	10
pink	Cdc14a	8
lightgreen	Cdc14b	18
yellow	Cdc16	4
turquoise	Cdc20	1
turquoise	Cdc23	1
blue	Cdc25a	2
cyan	Cdc25b	14
blue	Cdc25c	2
green	Cdc26	5
black	Cdc27	7
orangered4	Cdc34	39
turquoise	Cdc37	1
blue	Cdc37l1	2
yellow	Cdc40	4
white	Cdc42	27
white	Cdc42bpa	27
darkturquoise	Cdc42bpb	23
grey60	Cdc42bpg	17
orangered4	Cdc42ep1	39
red	Cdc42ep2	6
midnightblue	Cdc42ep3	15
turquoise	Cdc42ep4	1
grey60	Cdc42ep5	17
yellow	Cdc42se1	4
lightcyan	Cdc42se2	16
lightcyan	Cdc45	16
lightsteelblue1	Cdc5l	41
pink	Cdc6	8
yellowgreen	Cdc7	36
floralwhite	Cdc73	44
pink	Cdca2	8
turquoise	Cdca3	1
turquoise	Cdca4	1
blue	Cdca5	2
turquoise	Cdca7l	1
darkred	Cdca8	21
cyan	Cdcp1	14
tan	Cdcp2	12
turquoise	Cdh1	1
blue	Cdh10	2
brown	Cdh11	3
lightcyan	Cdh12	16
midnightblue	Cdh13	15
lightgreen	Cdh15	18
midnightblue	Cdh16	15
salmon	Cdh17	13
salmon	Cdh18	13
turquoise	Cdh19	1
salmon	Cdh2	13
tan	Cdh20	12
salmon	Cdh22	13
salmon	Cdh23	13
green	Cdh24	5
purple	Cdh26	10
brown	Cdh3	3
grey60	Cdh4	17
lightgreen	Cdh5	18
red	Cdh6	6
midnightblue	Cdh7	15
white	Cdh8	27
turquoise	Cdh9	1
grey60	Cdhr1	17
grey60	Cdhr2	17
blue	Cdhr3	2
brown	Cdhr4	3
yellow	Cdhr5	4
skyblue3	Cdip1	37
darkred	Cdipt	21
grey60	Cdk1	17
yellow	Cdk10	4
darkturquoise	Cdk11b	23
darkturquoise	Cdk12	23
blue	Cdk13	2
yellow	Cdk14	4
brown	Cdk15	3
white	Cdk16	27
bisque4	Cdk17	47
green	Cdk18	5
blue	Cdk19	2
blue	Cdk2	2
greenyellow	Cdk20	11
grey60	Cdk2ap1	17
green	Cdk2ap2	5
blue	Cdk3-ps	2
white	Cdk4	27
lightgreen	Cdk5	18
skyblue	Cdk5r1	28
darkorange	Cdk5r2	26
lightyellow	Cdk5rap1	19
pink	Cdk5rap2	8
purple	Cdk5rap3	10
turquoise	Cdk6	1
lightyellow	Cdk7	19
yellow	Cdk8	4
darkgrey	Cdk9	24
darkorange2	Cdkal1	45
turquoise	Cdkl1	1
purple	Cdkl2	10
cyan	Cdkl3	14
blue	Cdkl4	2
orange	Cdkl5	25
red	Cdkn1a	6
darkturquoise	Cdkn1b	23
darkred	Cdkn1c	21
darkgrey	Cdkn2a	24
darkgreen	Cdkn2aip	22
purple	Cdkn2aipnl	10
white	Cdkn2b	27
lightgreen	Cdkn2c	18
turquoise	Cdkn2d	1
darkgreen	Cdkn3	22
cyan	Cdnf	14
salmon	Cdo1	13
royalblue	Cdon	20
brown	Cdpf1	3
blue	Cdr2	2
yellow	Cdr2l	4
midnightblue	Cdrt4	15
brown	Cds1	3
tan	Cds2	12
darkgreen	Cdt1	22
cyan	Cdv3	14
saddlebrown	Cdx1	29
salmon	Cdx2	13
blue	Cdx4	2
blue	Cdyl	2
paleturquoise	Cdyl2	31
cyan	Ceacam1	14
blue	Ceacam10	2
darkturquoise	Ceacam11	23
lightsteelblue1	Ceacam14	41
darkgreen	Ceacam15	22
turquoise	Ceacam16	1
lightcyan	Ceacam18	16
turquoise	Ceacam19	1
blue	Ceacam2	2
darkgrey	Ceacam20	24
turquoise	Ceacam3	1
blue	Ceacam5	2
green	Ceacam9	5
purple	Cebpa	10
blue	Cebpd	2
brown	Cebpe	3
turquoise	Cebpg	1
purple	Cebpz	10
blue	Cecr2	2
darkred	Cecr5	21
saddlebrown	Cecr6	29
turquoise	Cel	1
red	Cela1	6
turquoise	Cela2a	1
pink	Cela3b	8
turquoise	Celf1	1
mediumpurple3	Celf2	40
tan	Celf3	12
tan	Celf4	12
cyan	Celf5	14
black	Celf6	7
turquoise	Celsr1	1
lightcyan	Celsr2	16
black	Celsr3	7
paleturquoise	Cemip	31
darkorange2	Cend1	45
turquoise	Cenpa	1
plum1	Cenpb	38
blue	Cenpc1	2
green	Cenpe	5
black	Cenpf	7
pink	Cenph	8
pink	Cenpi	8
blue	Cenpj	2
turquoise	Cenpk	1
blue	Cenpl	2
turquoise	Cenpm	1
green	Cenpn	5
green	Cenpo	5
turquoise	Cenpp	1
red	Cenpq	6
midnightblue	Cenpt	15
turquoise	Cenpu	1
steelblue	Cenpw	30
yellow	Cep104	4
salmon	Cep112	13
greenyellow	Cep120	11
red	Cep128	6
darkmagenta	Cep131	34
cyan	Cep135	14
pink	Cep152	8
turquoise	Cep162	1
blue	Cep164	2
royalblue	Cep170	20
salmon	Cep170b	13
yellow	Cep19	4
brown	Cep192	3
darkred	Cep250	21
darkgreen	Cep290	22
blue	Cep295	2
turquoise	Cep350	1
turquoise	Cep41	1
turquoise	Cep44	1
turquoise	Cep55	1
blue	Cep57	2
blue	Cep57l1	2
salmon	Cep63	13
blue	Cep68	2
turquoise	Cep70	1
brown	Cep72	3
cyan	Cep76	14
turquoise	Cep78	1
darkturquoise	Cep83	23
lightpink4	Cep83os	56
yellow	Cep85	4
blue	Cep89	2
yellow	Cep95	4
royalblue	Cep97	20
royalblue	Cept1	20
salmon	Cer1	13
greenyellow	Cercam	11
darkturquoise	Cerk	23
brown	Cers1	3
darkolivegreen	Cers2	33
red	Cers3	6
ivory	Cers4	43
darkred	Cers5	21
cyan	Cers6	14
turquoise	Ces1c	1
darkgrey	Ces1g	24
yellow	Ces2a	4
magenta	Ces2b	9
turquoise	Ces2c	1
magenta	Ces2e	9
salmon	Ces2f	13
turquoise	Ces2g	1
pink	Ces3a	8
yellow	Ces3b	4
turquoise	Ces4a	1
magenta	Ces5a	9
midnightblue	Cetn1	15
darkmagenta	Cetn2	34
turquoise	Cetn3	1
green	Cetn4	5
blue	Cfap126	2
white	Cfap20	27
brown	Cfap221	3
orange	Cfap36	25
pink	Cfap43	8
turquoise	Cfap44	1
pink	Cfap45	8
navajowhite2	Cfap46	54
royalblue	Cfap52	20
yellow	Cfap53	4
tan	Cfap54	12
blue	Cfap57	2
turquoise	Cfap58	1
purple	Cfap61	10
blue	Cfap69	2
turquoise	Cfap70	1
brown	Cfap97	3
salmon	Cfb	13
sienna3	Cfc1	35
salmon	Cfd	13
lightgreen	Cfdp1	18
greenyellow	Cfh	11
turquoise	Cfi	1
yellow	Cfl1	4
turquoise	Cfl2	1
turquoise	Cflar	1
purple	Cfp	10
turquoise	Cftr	1
cyan	Cga	14
yellowgreen	Cggbp1	36
turquoise	Cgn	1
brown	Cgnl1	3
salmon	Cgref1	13
turquoise	Cgrrf1	1
turquoise	Ch25h	1
lightsteelblue1	Chac1	41
turquoise	Chac2	1
magenta	Chad	9
blue	Chaf1a	2
brown	Chaf1b	3
saddlebrown	Champ1	29
red	Chat	6
brown	Chchd1	3
salmon	Chchd10	13
lightyellow	Chchd2	19
orange	Chchd3	25
purple	Chchd4	10
brown	Chchd5	3
turquoise	Chchd6	1
saddlebrown	Chchd7	29
blue	Chd1	2
turquoise	Chd1l	1
bisque4	Chd2	47
lightgreen	Chd3	18
darkred	Chd3os	21
black	Chd4	7
tan	Chd5	12
tan	Chd6	12
darkgreen	Chd7	22
black	Chd8	7
darkgrey	Chd9	24
turquoise	Chdh	1
lightpink4	Chek1	56
pink	Chek2	8
lightcyan1	Cherp	42
yellow	Chfr	4
black	Chga	7
red	Chgb	6
grey60	Chia1	17
tan	Chic2	12
yellow	Chid1	4
greenyellow	Chil1	11
turquoise	Chil3	1
turquoise	Chil4	1
purple	Chil5	10
turquoise	Chil6	1
pink	Chit1	8
darkturquoise	Chka	23
orange	Chl1	25
pink	Chm	8
magenta	Chml	9
paleturquoise	Chmp1a	31
sienna3	Chmp1b	35
yellow	Chmp2a	4
green	Chmp2b	5
yellow	Chmp3	4
black	Chmp4c	7
purple	Chmp5	10
blue	Chmp6	2
lightcyan	Chmp7	16
plum1	Chn1	38
red	Chn2	6
blue	Chodl	2
yellow	Chordc1	4
white	Chp1	27
lightcyan	Chp2	16
turquoise	Chpf	1
blue	Chpf2	2
turquoise	Chpt1	1
yellow	Chrac1	4
brown	Chrd	3
yellow	Chrdl1	4
turquoise	Chrdl2	1
darkturquoise	Chrm1	23
salmon	Chrm2	13
lightcyan	Chrm3	16
violet	Chrm4	32
brown	Chrm5	3
black	Chrna1	7
blue	Chrna10	2
blue	Chrna2	2
darkgreen	Chrna3	22
midnightblue	Chrna4	15
brown	Chrna5	3
lightyellow	Chrna6	19
lightcyan	Chrna7	16
blue	Chrna9	2
purple	Chrnb1	10
lightgreen	Chrnb2	18
darkmagenta	Chrnb3	34
pink	Chrnd	8
blue	Chrne	2
green	Chrng	5
lightyellow	Chst1	19
yellowgreen	Chst10	36
turquoise	Chst11	1
yellow	Chst12	4
turquoise	Chst14	1
purple	Chst15	10
black	Chst2	7
darkolivegreen	Chst3	33
blue	Chst4	2
turquoise	Chst5	1
