Color	Gene	Number
orangered4	Dnajc4	39
red	Dnajc5	6
lightgreen	Dnajc5b	18
mediumpurple3	Dnajc5g	40
blue	Dnajc6	2
blue	Dnajc7	2
green	Dnajc8	5
brown	Dnajc9	3
brown	Dnal1	3
purple	Dnal4	10
grey60	Dnali1	17
cyan	Dnase1	14
purple	Dnase1l1	10
blue	Dnase1l2	2
darkgreen	Dnase1l3	22
cyan	Dnase2a	14
red	Dnase2b	6
purple	Dnd1	10
red	Dner	6
yellow	Dnhd1	4
darkred	Dnlz	21
brown	Dnm1	3
green	Dnm1l	5
tan	Dnm2	12
turquoise	Dnm3	1
lightcyan1	Dnm3os	42
blue	Dnmbp	2
blue	Dnmt1	2
mediumpurple3	Dnmt3a	40
turquoise	Dnmt3b	1
cyan	Dnmt3l	14
brown	Dnpep	3
steelblue	Dnph1	30
darkturquoise	Dntt	23
blue	Dnttip1	2
lightcyan	Dnttip2	16
midnightblue	Doc2a	15
orange	Doc2b	25
red	Doc2g	6
green	Dock1	5
black	Dock10	7
turquoise	Dock11	1
brown	Dock2	3
red	Dock3	6
blue	Dock4	2
darkred	Dock5	21
brown	Dock6	3
tan	Dock7	12
skyblue3	Dock8	37
brown	Dock9	3
red	Dohh	6
blue	Dok1	2
purple	Dok2	10
brown	Dok3	3
red	Dok4	6
brown	Dok5	3
turquoise	Dok7	1
midnightblue	Dolk	15
darkmagenta	Dolpp1	34
green	Donson	5
purple	Dopey1	10
red	Dopey2	6
red	Dos	6
black	Dot1l	7
black	Doxl2	7
turquoise	Dpagt1	1
pink	Dpcd	8
violet	Dpcr1	32
magenta	Dpep1	9
yellow	Dpep2	4
turquoise	Dpep3	1
green	Dpf1	5
turquoise	Dpf2	1
black	Dpf3	7
blue	Dph1	2
skyblue	Dph2	28
lightyellow	Dph3	19
brown	Dph5	3
greenyellow	Dph6	11
turquoise	Dph7	1
green	Dpm1	5
blue	Dpm2	2
yellow	Dpm3	4
greenyellow	Dpp10	11
purple	Dpp3	10
yellow	Dpp4	4
purple	Dpp6	10
green	Dpp7	5
sienna3	Dpp8	35
ivory	Dpp9	43
violet	Dppa1	32
lightcyan	Dppa2	16
grey60	Dppa3	17
white	Dppa4	27
saddlebrown	Dppa5a	29
magenta	Dpt	9
darkturquoise	Dpy19l1	23
salmon	Dpy19l2	13
pink	Dpy19l3	8
skyblue3	Dpy19l4	37
turquoise	Dpy30	1
lightsteelblue1	Dpyd	41
black	Dpys	7
blue	Dpysl2	2
blue	Dpysl3	2
yellow	Dpysl4	4
blue	Dpysl5	2
turquoise	Dqx1	1
greenyellow	Dr1	11
green	Dram1	5
green	Dram2	5
blue	Drap1	2
midnightblue	Draxin	15
darkturquoise	Drc1	23
paleturquoise	Drc7	31
black	Drd1	7
black	Drd2	7
darkolivegreen	Drd3	33
darkorange	Drd5	26
paleturquoise	Drg1	31
blue	Drg2	2
pink	Drp2	8
brown	Dsc1	3
brown	Dsc2	3
magenta	Dsc3	9
blue	Dscam	2
purple	Dscaml1	10
royalblue	Dscc1	20
red	Dscr3	6
salmon	Dse	13
green	Dsel	5
magenta	Dsg1a	9
brown	Dsg1c	3
brown	Dsg2	3
blue	Dsg3	2
grey60	Dsg4	17
brown	Dsn1	3
tan	Dsp	12
yellow	Dspp	4
green	Dst	5
red	Dstn	6
paleturquoise	Dstyk	31
bisque4	Dtd1	47
lightyellow	Dtd2	19
lightcyan	Dtl	16
yellow	Dtna	4
green	Dtnb	5
orangered4	Dtnbp1	39
green	Dtwd1	5
tan	Dtwd2	12
black	Dtx1	7
turquoise	Dtx2	1
green	Dtx3	5
greenyellow	Dtx3l	11
blue	Dtx4	2
yellowgreen	Dtymk	36
saddlebrown	Duox1	29
green	Duoxa1	5
skyblue	Duoxa2	28
turquoise	Dupd1	1
purple	Dus1l	10
brown	Dus2	3
black	Dus3l	7
saddlebrown	Dus4l	29
black	Dusp1	7
black	Dusp10	7
red	Dusp11	6
red	Dusp12	6
darkorange	Dusp13	26
darkmagenta	Dusp14	34
green	Dusp15	5
greenyellow	Dusp18	11
greenyellow	Dusp19	11
lightsteelblue1	Dusp2	41
turquoise	Dusp21	1
brown	Dusp22	3
turquoise	Dusp23	1
turquoise	Dusp26	1
cyan	Dusp27	14
violet	Dusp28	32
salmon	Dusp3	13
brown	Dusp4	3
black	Dusp5	7
red	Dusp6	6
sienna3	Dusp7	35
yellow	Dusp9	4
brown	Dut	3
blue	Duxbl1	2
red	Dvl1	6
darkgreen	Dvl2	22
blue	Dvl3	2
orange	Dxo	25
darkmagenta	Dydc1	34
lightcyan	Dydc2	16
pink	Dym	8
lightyellow	Dynap	19
red	Dync1h1	6
black	Dync1i1	7
red	Dync1i2	6
salmon	Dync1li1	13
pink	Dync1li2	8
paleturquoise	Dync2h1	31
turquoise	Dync2li1	1
red	Dynll1	6
black	Dynll2	7
lightcyan1	Dynlrb1	42
darkorange	Dynlrb2	26
mediumpurple3	Dynlt1b	40
green	Dynlt3	5
blue	Dyrk1a	2
orangered4	Dyrk1b	39
brown	Dyrk2	3
cyan	Dyrk3	14
orange	Dyrk4	25
cyan	Dytn	14
grey60	Dyx1c1	17
blue	Dzank1	2
pink	Dzip1l	8
yellow	Dzip3	4
salmon	E030002O03Rik	13
black	E030007A22Rik	7
turquoise	E030010N08Rik	1
white	E030011O05Rik	27
violet	E030013D07Rik	32
lightyellow	E030025L23Rik	19
brown	E030025P04Rik	3
turquoise	E030026I10Rik	1
orange	E030030I06Rik	25
yellow	E030034C22Rik	4
blue	E030042O20Rik	2
midnightblue	E030044B06Rik	15
pink	E030047D23Rik	8
cyan	E130001F20Rik	14
blue	E130008D07Rik	2
lightgreen	E130010M05Rik	18
black	E130012A19Rik	7
green	E130016E03Rik	5
black	E130018O15Rik	7
brown	E130102H24Rik	3
midnightblue	E130114P18Rik	15
darkred	E130119H09Rik	21
lightyellow	E130307A14Rik	19
grey60	E130308A19Rik	17
turquoise	E130309D02Rik	1
yellow	E130309D14Rik	4
royalblue	E130311K13Rik	20
magenta	E230001N04Rik	9
darkturquoise	E230008N13Rik	23
lightyellow	E230015B07Rik	19
yellow	E230016K23Rik	4
blue	E230019M04Rik	2
brown	E230023K05Rik	3
lightyellow	E230025N22Rik	19
green	E2f1	5
turquoise	E2f2	1
brown	E2f3	3
green	E2f4	5
blue	E2f5	2
darkolivegreen	E2f6	33
greenyellow	E2f7	11
magenta	E2f8	9
darkmagenta	E330009J07Rik	34
royalblue	E330010G22Rik	20
lightcyan	E330012B07Rik	16
brown	E330013L01Rik	3
darkturquoise	E330013P04Rik	23
red	E330014M11Rik	6
darkred	E330017A01Rik	21
yellow	E330018D03Rik	4
yellow	E330020C20Rik	4
skyblue3	E330021D16Rik	37
blue	E330023G01Rik	2
turquoise	E330027P06Rik	1
lightgreen	E330032C10Rik	18
greenyellow	E330034G19Rik	11
blue	E330037G11Rik	2
turquoise	E330037P12Rik	1
brown	E430025E21Rik	3
white	E430033C13Rik	27
lightyellow	E430033K04Rik	19
darkred	E4f1	21
skyblue	E530001K10Rik	28
green	Eaf1	5
violet	Eaf2	32
brown	Eapp	3
midnightblue	Ear14	15
tan	Ear6	12
tan	Ears2	12
greenyellow	Ebag9	11
yellow	Ebf1	4
blue	Ebf2	2
lightyellow	Ebf3	19
brown	Ebf4	3
darkorange	Ebi3	26
orangered4	Ebna1bp2	39
cyan	Ebp	14
orangered4	Ebpl	39
pink	Ecd	8
green	Ece1	5
blue	Ece2	2
blue	Ecel1	2
purple	Ech1	10
paleturquoise	Echdc1	31
yellow	Echdc2	4
midnightblue	Echdc3	15
greenyellow	Echs1	11
lightcyan	Eci1	16
purple	Eci2	10
blue	Eci3	2
green	Ecm1	5
yellow	Ecm2	4
brown	Ecscr	3
greenyellow	Ecsit	11
blue	Ect2	2
greenyellow	Eda	11
purple	Eda2r	10
yellowgreen	Edar	36
darkgreen	Edaradd	22
greenyellow	Edc4	11
magenta	Eddm3b	9
darkgrey	Edem1	24
paleturquoise	Edem2	31
red	Edem3	6
purple	Edf1	10
salmon	Edil3	13
lightyellow	Edn1	19
lightcyan	Edn2	16
salmon	Edn3	13
purple	Ednra	10
blue	Ednrb	2
brown	Edrf1	3
yellow	Eea1	4
brown	Eed	3
purple	Eef1a1	10
red	Eef1a2	6
green	Eef1b2	5
skyblue	Eef1d	28
greenyellow	Eef1e1	11
blue	Eef1g	2
green	Eef2	5
brown	Eef2kmt	3
turquoise	Eefsec	1
salmon	Eepd1	13
darkturquoise	Efcab1	23
yellow	Efcab10	4
brown	Efcab11	3
turquoise	Efcab12	1
red	Efcab14	6
grey60	Efcab2	17
brown	Efcab3	3
yellow	Efcab5	4
brown	Efcab6	3
green	Efcab7	5
yellow	Efcab8	4
mediumpurple3	Efcab9	40
skyblue	Efcc1	28
brown	Efemp1	3
green	Efemp2	5
brown	Efhb	3
magenta	Efhc1	9
yellow	Efhc2	4
turquoise	Efhd1	1
turquoise	Efhd2	1
green	Efna1	5
magenta	Efna2	9
yellow	Efna3	4
green	Efna4	5
turquoise	Efna5	1
yellow	Efnb1	4
blue	Efnb2	2
black	Efnb3	7
pink	Efr3a	8
black	Efs	7
yellow	Eftud1	4
green	Eftud2	5
yellow	EG433662	4
green	Egf	5
mediumpurple3	Egfem1	40
tan	Egfl6	12
black	Egfl7	7
blue	Egfl8	2
brown	Egflam	3
magenta	Egfr	9
cyan	Egln1	14
darkgrey	Egln2	24
cyan	Egln3	14
thistle2	Egr1	50
pink	Egr2	8
darkolivegreen	Egr3	33
turquoise	Egr4	1
purple	Ehbp1	10
floralwhite	Ehbp1l1	44
darkturquoise	Ehd1	23
blue	Ehd2	2
brown	Ehd3	3
darkgrey	Ehd4	24
orange	Ehf	25
pink	Ehhadh	8
red	Ehmt1	6
red	Ehmt2	6
green	Ei24	5
thistle2	Eid1	50
mediumpurple3	Eid2	40
blue	Eid2b	2
purple	Eid3	10
blue	Eif1	2
brown	Eif1a	3
darkgreen	Eif1ad	22
blue	Eif1ax	2
sienna3	Eif1b	35
salmon	Eif2a	13
sienna3	Eif2ak1	35
red	Eif2ak2	6
green	Eif2ak3	5
green	Eif2ak4	5
turquoise	Eif2b1	1
greenyellow	Eif2b2	11
green	Eif2b3	5
purple	Eif2b4	10
brown	Eif2b5	3
pink	Eif2d	8
darkgrey	Eif2s1	24
paleturquoise	Eif2s2	31
blue	Eif2s3x	2
ivory	Eif2s3y	43
blue	Eif3a	2
green	Eif3b	5
blue	Eif3c	2
red	Eif3d	6
blue	Eif3e	2
brown	Eif3f	3
blue	Eif3g	2
purple	Eif3h	10
purple	Eif3i	10
red	Eif3j1	6
black	Eif3k	7
lightcyan1	Eif3l	42
bisque4	Eif3m	47
green	Eif4a1	5
blue	Eif4a2	2
pink	Eif4a3	8
royalblue	Eif4b	20
green	Eif4e	5
blue	Eif4e2	2
plum1	Eif4e3	38
lightgreen	Eif4ebp1	18
greenyellow	Eif4ebp2	11
floralwhite	Eif4ebp3	44
magenta	Eif4enif1	9
red	Eif4g1	6
blue	Eif4g2	2
blue	Eif4g3	2
purple	Eif4h	10
red	Eif5	6
darkolivegreen	Eif5a	33
orangered4	Eif5a2	39
darkgreen	Eif5b	22
greenyellow	Eif6	11
magenta	Elac1	9
brown	Elac2	3
brown	Elavl1	3
blue	Elavl2	2
black	Elavl3	7
salmon	Eldr	13
floralwhite	Elf1	44
darkred	Elf2	21
black	Elf3	7
green	Elf4	5
green	Elf5	5
brown	Elfn1	3
black	Elfn2	7
greenyellow	Elk1	11
yellowgreen	Elk3	36
turquoise	Elk4	1
red	Ell	6
green	Ell2	5
magenta	Ell3	9
green	Elmo1	5
darkslateblue	Elmo2	48
turquoise	Elmo3	1
blue	Elmod1	2
tan	Elmod2	12
green	Elmod3	5
black	Elmsan1	7
blue	Eln	2
darkgrey	Elof1	24
black	Elovl1	7
yellow	Elovl2	4
darkgreen	Elovl3	22
darkgreen	Elovl4	22
red	Elovl5	6
darkolivegreen	Elovl6	33
skyblue	Elovl7	28
magenta	Elp2	9
black	Elp3	7
cyan	Elp4	14
green	Elp5	5
midnightblue	Elp6	15
blue	Eltd1	2
brown	Emb	3
plum1	Emc1	38
paleturquoise	Emc10	31
brown	Emc2	3
green	Emc3	5
pink	Emc4	8
darkgrey	Emc6	24
green	Emc7	5
red	Emc8	6
green	Emc9	5
turquoise	Emcn	1
brown	Emd	3
plum1	Eme1	38
sienna3	Emg1	35
brown	Emid1	3
magenta	Emilin1	9
green	Emilin2	5
yellow	Emilin3	4
blue	Eml1	2
red	Eml2	6
steelblue	Eml3	30
turquoise	Eml4	1
red	Eml5	6
salmon	Eml6	13
blue	Emp1	2
yellow	Emp2	4
skyblue3	Emp3	37
yellow	Emr1	4
lightyellow	Emr4	19
tan	Emx1	12
darkturquoise	Emx2	23
yellow	En1	4
yellow	En2	4
green	Enah	5
yellow	Enam	4
blue	Enc1	2
purple	Endod1	10
lightgreen	Endog	18
lightcyan	Endou	16
magenta	Endov	9
turquoise	Eng	1
saddlebrown	Engase	29
darkgrey	Enkd1	24
tan	Enkur	12
red	Eno1	6
green	Eno2	5
paleturquoise	Eno3	31
tan	Eno4	12
red	Enoph1	6
purple	Enox1	10
salmon	Enox2	13
salmon	Enpep	13
greenyellow	Enpp1	11
darkolivegreen	Enpp2	33
turquoise	Enpp3	1
orange	Enpp4	25
blue	Enpp5	2
purple	Enpp6	10
lightcyan	Enpp7	16
red	Ensa	6
red	Enthd2	6
purple	Entpd1	10
midnightblue	Entpd2	15
white	Entpd3	27
royalblue	Entpd4	20
magenta	Entpd5	9
greenyellow	Entpd6	11
purple	Entpd7	10
turquoise	Entpd8	1
greenyellow	Eny2	11
purple	Eogt	10
black	Eomes	7
green	Ep300	5
purple	Ep400	10
yellow	Epas1	4
magenta	Epb4	9
pink	Epb4l1	8
blue	Epb4l2	2
lightcyan1	Epb4l3	42
green	Epb4l4a	5
pink	Epb4l4b	8
cyan	Epb4l5	14
blue	Epc1	2
turquoise	Epc2	1
yellow	Epcam	4
red	Epdr1	6
pink	Epg5	8
brown	Epgn	3
brown4	Epha1	46
sienna3	Epha10	35
grey60	Epha2	17
darkolivegreen	Epha3	33
sienna3	Epha4	35
red	Epha5	6
purple	Epha6	10
darkgrey	Epha7	24
turquoise	Epha8	1
darkolivegreen	Ephb1	33
darkorange2	Ephb2	45
orangered4	Ephb3	39
darkturquoise	Ephb4	23
ivory	Ephb6	43
darkorange	Ephx1	26
red	Ephx2	6
saddlebrown	Ephx3	29
purple	Ephx4	10
purple	Epm2a	10
green	Epm2aip1	5
blue	Epn1	2
purple	Epn2	10
saddlebrown	Epn3	29
tan	Epo	12
darkgreen	Epor	22
mediumpurple3	Eppin	40
purple	Eppk1	10
blue	Eprs	2
red	Eps15	6
plum1	Eps15l1	38
paleturquoise	Eps8	31
yellow	Eps8l1	4
greenyellow	Eps8l2	11
darkorange	Eps8l3	26
pink	Epsti1	8
darkred	Ept1	21
turquoise	Epx	1
tan	Epyc	12
saddlebrown	Eqtn	29
blue	Eral1	2
greenyellow	Erap1	11
salmon	Eras	13
blue	Erbb2	2
yellow	Erbb2ip	4
black	Erbb3	7
blue	Erbb4	2
red	Erc1	6
purple	Erc2	10
black	Ercc1	7
darkorange	Ercc2	26
white	Ercc3	27
blue	Ercc4	2
greenyellow	Ercc5	11
turquoise	Ercc6l	1
steelblue	Ercc6l2	30
lightyellow	Ercc8	19
darkgrey	Erdr1	24
blue	Ereg	2
darkslateblue	Erf	48
black	Erg	7
green	Ergic1	5
black	Ergic2	7
pink	Ergic3	8
red	Erh	6
saddlebrown	Eri1	29
royalblue	Eri2	20
midnightblue	Erich1	15
green	Erich3	5
magenta	Erich5	9
brown	Erich6	3
magenta	Erlec1	9
midnightblue	Erlin1	15
darkgrey	Erlin2	24
turquoise	Ermap	1
yellow	Ermard	4
black	Ermn	7
turquoise	Ermp1	1
black	Ern1	7
magenta	Ern2	9
yellow	Ero1l	4
saddlebrown	Ero1lb	29
yellow	Erp27	4
green	Erp29	5
green	Erp44	5
brown	Errfi1	3
lightcyan	Erv3	16
green	Esam	5
blue	Esco1	2
darkgreen	Esco2	22
green	Esd	5
turquoise	Esf1	1
magenta	Esm1	9
violet	Esp6	32
brown	Espl1	3
midnightblue	Espnl	15
blue	Esr1	2
yellow	Esr2	4
pink	Esrp1	8
turquoise	Esrp2	1
pink	Esrra	8
brown	Esrrb	3
darkolivegreen	Esrrg	33
lightsteelblue1	Esx1	41
violet	Esyt1	32
brown	Esyt2	3
brown	Esyt3	3
cyan	Etaa1	14
magenta	Etd	9
red	Etf1	6
turquoise	Etfa	1
magenta	Etfb	9
brown	Etfdh	3
blue	Ethe1	2
purple	Etl4	10
blue	Etnk1	2
darkturquoise	Etnk2	23
salmon	Etnppl	13
purple	Etos1	10
greenyellow	Ets1	11
green	Ets2	5
green	Etv1	5
skyblue3	Etv2	37
blue	Etv3	2
green	Etv4	5
green	Etv5	5
greenyellow	Etv6	11
bisque4	Eva1a	47
blue	Eva1b	2
yellow	Eva1c	4
red	Evc	6
yellow	Evc2	4
green	Evi2a	5
green	Evi2b	5
black	Evi5	7
darkred	Evi5l	21
pink	Evl	8
turquoise	Evpl	1
lightcyan	Evx1	16
brown	Evx2	3
yellow	Ewsr1	4
darkturquoise	Exd1	23
pink	Exd2	8
magenta	Exo5	9
black	Exoc1	7
darkgreen	Exoc2	22
grey60	Exoc3	17
greenyellow	Exoc3l	11
darkgreen	Exoc3l2	22
yellow	Exoc3l4	4
turquoise	Exoc4	1
black	Exoc5	7
magenta	Exoc6	9
sienna3	Exoc6b	35
purple	Exoc7	10
steelblue	Exoc8	30
orangered4	Exog	39
black	Exosc1	7
skyblue	Exosc10	28
purple	Exosc2	10
darkgrey	Exosc3	24
brown	Exosc4	3
turquoise	Exosc5	1
yellow	Exosc6	4
blue	Exosc7	2
green	Exosc8	5
black	Exosc9	7
lightcyan	Exph5	16
skyblue3	Ext1	37
black	Ext2	7
blue	Extl1	2
skyblue	Extl2	28
brown	Extl3	3
red	Eya1	6
turquoise	Eya2	1
royalblue	Eya3	20
brown	Eya4	3
blue	Ezh1	2
green	Ezh2	5
turquoise	Ezr	1
tan	F10	12
darkgreen	F11	22
green	F11r	5
plum2	F13a1	49
greenyellow	F13b	11
brown	F2	3
green	F2r	5
blue	F2rl1	2
floralwhite	F2rl2	44
darkmagenta	F2rl3	34
darkgrey	F3	24
darkturquoise	F430010L17Rik	23
violet	F430115D03Rik	32
turquoise	F430201E05Rik	1
magenta	F430209L04Rik	9
yellow	F430212H09Rik	4
magenta	F5	9
lightyellow	F530002G13Rik	19
brown	F530007B04Rik	3
midnightblue	F530110H13Rik	15
red	F530204I15Rik	6
brown	F530213H18Rik	3
grey60	F630006H17Rik	17
grey60	F630008L08Rik	17
saddlebrown	F630015J07Rik	29
yellow	F630018C04Rik	4
lightyellow	F630018O14Rik	19
lightcyan	F630025H21Rik	16
skyblue	F630028O10Rik	28
greenyellow	F630040K05Rik	11
bisque4	F630045J19Rik	47
yellow	F630049H13Rik	4
greenyellow	F630050F06Rik	11
green	F630102L10Rik	5
green	F630111L10Rik	5
turquoise	F630113I08Rik	1
brown	F630119A15Rik	3
turquoise	F630201J21Rik	1
darkturquoise	F630306D02Rik	23
darkgrey	F7	24
yellow	F730011J02	4
greenyellow	F730015K02Rik	11
magenta	F730035P03Rik	9
black	F730043M19Rik	7
turquoise	F730046H10Rik	1
magenta	F730049H03Rik	9
magenta	F730050M04Rik	9
lightgreen	F730117H04Rik	18
yellow	F730205C23Rik	4
cyan	F730209L11Rik	14
magenta	F730214C23Rik	9
turquoise	F730219E24Rik	1
lightgreen	F730314M05Rik	18
steelblue	F8	30
turquoise	F830001A07Rik	1
turquoise	F830001D05Rik	1
blue	F830001M15Rik	2
white	F830002L21Rik	27
royalblue	F830003B07	20
turquoise	F830004M19Rik	1
greenyellow	F830005K03Rik	11
brown	F830006F03Rik	3
turquoise	F830010A05Rik	1
darkred	F830010L01Rik	21
darkorange	F830016C15Rik	26
yellow	F830017M08Rik	4
turquoise	F830018J01Rik	1
yellow	F830022J16Rik	4
greenyellow	F830031D20Rik	11
lightyellow	F830045P16Rik	19
lightyellow	F830108O16Rik	19
turquoise	F830110H03Rik	1
yellowgreen	F830111B07Rik	36
tan	F830115B05Rik	12
yellowgreen	F830118D09Rik	36
lightgreen	F830201C10Rik	18
darkred	F830205C13Rik	21
lightcyan	F830205F14Rik	16
violet	F830208N12Rik	32
midnightblue	F830209M14Rik	15
midnightblue	F830212C03Rik	15
yellow	F830212F20Rik	4
lightyellow	F830212M06Rik	19
cyan	F830215A15Rik	14
salmon	F830218M08Rik	13
turquoise	F830218P16Rik	1
tan	F830220E19Rik	12
magenta	F830221A01Rik	9
pink	F830221E22Rik	8
sienna3	F830222I21Rik	35
cyan	F830225E14Rik	14
lightyellow	F830305A12Rik	19
green	F8a	5
magenta	F9	9
turquoise	F930003F07Rik	1
yellow	F930007G17Rik	4
royalblue	F930021L06Rik	20
turquoise	F930037H19Rik	1
brown	F930043J12Rik	3
darkgreen	F930045I16Rik	22
brown	F930048A06Rik	3
saddlebrown	F930106M21Rik	29
pink	F930115I02Rik	8
darkorange2	F930119H24Rik	45
black	Fa2h	7
red	Faah	6
turquoise	Fabp1	1
brown	Fabp12	3
turquoise	Fabp2	1
salmon	Fabp3	13
green	Fabp4	5
darkgrey	Fabp5	24
magenta	Fabp6	9
