name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-380259	Loss of Nlp from mitotic centrosomes	69	4	11.4	6.19	4e-04	0.0076	12.9	3.29	37
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	69	4	11.4	6.19	4e-04	0.0076	12.9	3.29	37
R-HSA-8854518	AURKA Activation by TPX2	72	4	10.9	6.04	0.00048	0.0076	12.4	3.15	35.3
R-HSA-69275	G2/M Transition	195	6	6.04	5.09	0.00044	0.0076	6.89	2.37	16.5
R-HSA-453274	Mitotic G2-G2/M phases	197	6	5.98	5.05	0.00046	0.0076	6.82	2.35	16.3
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	80	4	9.82	5.66	0.00071	0.0081	11.1	2.82	31.4
R-HSA-380287	Centrosome maturation	80	4	9.82	5.66	0.00071	0.0081	11.1	2.82	31.4
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	87	4	9.03	5.38	0.00097	0.0097	10.1	2.59	28.6
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	93	4	8.44	5.16	0.0012	0.011	9.43	2.42	26.6
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	97	4	8.1	5.02	0.0015	0.012	9.02	2.31	25.4
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	78	3	7.55	4.16	0.0072	0.038	8.23	1.61	26.5
R-HSA-195253	Degradation of beta-catenin by the destruction complex	81	3	7.27	4.05	0.008	0.038	7.91	1.54	25.4
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	81	3	7.27	4.05	0.008	0.038	7.91	1.54	25.4
R-HSA-69202	Cyclin E associated events during G1/S transition 	82	3	7.18	4.02	0.0083	0.038	7.81	1.53	25.1
R-HSA-5619115	Disorders of transmembrane transporters	149	4	5.27	3.76	0.0068	0.038	5.76	1.49	16.1
R-HSA-199977	ER to Golgi Anterograde Transport	155	4	5.07	3.65	0.0079	0.038	5.53	1.43	15.4
R-HSA-5663205	Infectious disease	326	6	3.61	3.43	0.006	0.038	4.02	1.39	9.54
R-HSA-382551	Transport of small molecules	705	9	2.51	2.97	0.0085	0.038	2.85	1.22	5.98
R-HSA-6807878	COPI-mediated anterograde transport	102	3	5.77	3.47	0.015	0.045	6.22	1.22	19.8
R-HSA-8878159	Transcriptional regulation by RUNX3	108	3	5.45	3.33	0.017	0.045	5.86	1.15	18.7
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	182	4	4.32	3.23	0.014	0.045	4.68	1.21	13
R-HSA-5610787	Hedgehog 'off' state	113	3	5.21	3.22	0.02	0.045	5.6	1.1	17.8
R-HSA-948021	Transport to the Golgi and subsequent modification	186	4	4.22	3.17	0.015	0.045	4.57	1.18	12.7
R-HSA-1852241	Organelle biogenesis and maintenance	269	5	3.65	3.15	0.012	0.045	3.99	1.23	10.1
R-HSA-2467813	Separation of Sister Chromatids	191	4	4.11	3.11	0.016	0.045	4.45	1.15	12.3
R-HSA-8868773	rRNA processing in the nucleus and cytosol	191	4	4.11	3.11	0.016	0.045	4.45	1.15	12.3
R-HSA-68877	Mitotic Prometaphase	199	4	3.95	3	0.018	0.045	4.26	1.1	11.8
R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	200	4	3.93	2.99	0.019	0.045	4.24	1.1	11.8
R-HSA-5617833	Cilium Assembly	201	4	3.91	2.98	0.019	0.045	4.22	1.09	11.7
R-HSA-72312	rRNA processing	201	4	3.91	2.98	0.019	0.045	4.22	1.09	11.7
R-HSA-68882	Mitotic Anaphase	202	4	3.89	2.97	0.019	0.045	4.2	1.09	11.6
R-HSA-2555396	Mitotic Metaphase and Anaphase	203	4	3.87	2.95	0.02	0.045	4.17	1.08	11.6
R-HSA-68886	M Phase	391	6	3.01	2.9	0.014	0.045	3.32	1.15	7.86
R-HSA-69278	Cell Cycle, Mitotic	531	7	2.59	2.69	0.017	0.045	2.86	1.08	6.45
R-HSA-8953854	Metabolism of RNA	646	8	2.43	2.69	0.016	0.045	2.72	1.1	5.88
