name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
DOID:10579	leukodystrophy	46	11	4.3	5.45	3.1e-05	0.0087	5.47	2.48	11.1
DOID:936	brain disease	438	45	1.85	4.45	3.6e-05	0.0087	2.07	1.46	2.88
DOID:1443	cerebral degeneration	58	12	3.72	5.05	6.3e-05	0.01	4.54	2.17	8.8
DOID:10595	Charcot-Marie-Tooth disease	31	8	4.64	4.93	0.00022	0.026	6.01	2.31	14
DOID:574	peripheral nervous system disease	247	27	1.97	3.75	0.00053	0.037	2.17	1.38	3.29
DOID:1561	cognitive disorder	812	67	1.49	3.57	0.00046	0.037	1.64	1.23	2.16
DOID:331	central nervous system disease	1234	94	1.37	3.48	0.00049	0.037	1.53	1.19	1.95
DOID:870	neuropathy	218	24	1.98	3.57	0.00097	0.043	2.17	1.34	3.39
DOID:0060072	benign neoplasm	563	49	1.57	3.4	0.00093	0.043	1.71	1.22	2.35
DOID:5419	schizophrenia	635	54	1.53	3.4	0.00087	0.043	1.67	1.22	2.27
DOID:2468	psychotic disorder	637	54	1.53	3.38	0.00094	0.043	1.67	1.21	2.26
DOID:0060085	organ system benign neoplasm	207	23	2	3.54	0.0011	0.044	2.19	1.34	3.45
