name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	112	19	4.11	6.87	1.3e-07	5.6e-05	4.93	2.81	8.23
R-HSA-72613	Eukaryotic Translation Initiation	119	19	3.87	6.53	3.6e-07	5.6e-05	4.58	2.62	7.62
R-HSA-72737	Cap-dependent Translation Initiation	119	19	3.87	6.53	3.6e-07	5.6e-05	4.58	2.62	7.62
R-HSA-72689	Formation of a pool of free 40S subunits	101	17	4.08	6.45	6.9e-07	6.5e-05	4.86	2.68	8.35
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	111	18	3.93	6.44	5.7e-07	6.5e-05	4.66	2.62	7.87
R-HSA-5663205	Infectious disease	326	33	2.45	5.54	1.6e-06	0.00012	2.76	1.84	4.03
R-HSA-192823	Viral mRNA Translation	89	15	4.09	6.07	3.1e-06	0.00021	4.85	2.56	8.62
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	93	15	3.91	5.85	5.4e-06	0.00032	4.6	2.44	8.15
R-HSA-168255	Influenza Life Cycle	143	19	3.22	5.55	6.1e-06	0.00032	3.68	2.12	6.08
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	95	15	3.83	5.74	7.1e-06	0.00033	4.48	2.38	7.93
R-HSA-168254	Influenza Infection	154	19	2.99	5.16	1.8e-05	0.00077	3.38	1.95	5.56
R-HSA-168273	Influenza Viral RNA Transcription and Replication	133	17	3.1	5.05	3.1e-05	0.0012	3.51	1.96	5.94
R-HSA-927802	Nonsense-Mediated Decay (NMD)	115	15	3.16	4.84	7.2e-05	0.0024	3.58	1.91	6.26
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	115	15	3.16	4.84	7.2e-05	0.0024	3.58	1.91	6.26
R-HSA-936837	Ion transport by P-type ATPases	56	10	4.33	5.18	8.3e-05	0.0026	5.15	2.3	10.4
R-HSA-72702	Ribosomal scanning and start codon recognition	58	10	4.18	5.04	0.00011	0.0033	4.94	2.21	9.97
R-HSA-72766	Translation	258	24	2.26	4.24	0.00016	0.0045	2.47	1.53	3.82
R-HSA-983712	Ion channel transport	183	19	2.52	4.3	0.00019	0.005	2.77	1.61	4.53
R-HSA-162909	Host Interactions of HIV factors	128	15	2.84	4.35	0.00024	0.006	3.16	1.7	5.51
R-HSA-112315	Transmission across Chemical Synapses	224	21	2.27	4	0.00037	0.0084	2.48	1.49	3.95
R-HSA-382551	Transport of small molecules	705	48	1.65	3.72	0.00037	0.0084	1.79	1.28	2.45
