name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-6802952	Signaling by BRAF and RAF fusions	60	6	10.3	7.16	2.3e-05	0.0026	12	4.12	28.9
R-HSA-6802957	Oncogenic MAPK signaling	76	6	8.15	6.19	9e-05	0.0051	9.27	3.21	22
R-HSA-400253	Circadian Clock	36	4	11.5	6.22	0.00038	0.015	13.3	3.34	38.5
R-HSA-1368082	RORA activates gene expression	22	3	14.1	6.07	0.0012	0.02	16.6	3.09	57.9
R-HSA-8951671	RUNX3 regulates YAP1-mediated transcription	22	3	14.1	6.07	0.0012	0.02	16.6	3.09	57.9
R-HSA-3214842	HDMs demethylate histones	51	4	8.1	5.02	0.0015	0.02	9.02	2.31	25.4
R-HSA-5633007	Regulation of TP53 Activity	160	7	4.52	4.43	9e-04	0.02	4.96	1.91	10.9
R-HSA-3247509	Chromatin modifying enzymes	227	8	3.64	3.98	0.0016	0.02	3.98	1.65	8.32
R-HSA-4839726	Chromatin organization	227	8	3.64	3.98	0.0016	0.02	3.98	1.65	8.32
R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	28	3	11.1	5.27	0.0024	0.028	12.6	2.4	42.4
R-HSA-397014	Muscle contraction	201	7	3.59	3.68	0.0033	0.034	3.9	1.5	8.51
R-HSA-445355	Smooth Muscle Contraction	34	3	9.11	4.68	0.0042	0.04	10.2	1.96	33.5
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	36	3	8.6	4.52	0.005	0.044	9.55	1.84	31.3
R-HSA-5674135	MAP2K and MAPK activation	40	3	7.74	4.23	0.0067	0.045	8.52	1.65	27.7
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	40	3	7.74	4.23	0.0067	0.045	8.52	1.65	27.7
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	40	3	7.74	4.23	0.0067	0.045	8.52	1.65	27.7
R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	120	5	4.3	3.6	0.0061	0.045	4.63	1.44	11.5
R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	42	3	7.37	4.09	0.0077	0.047	8.08	1.57	26.1
R-HSA-5663202	Diseases of signal transduction	359	9	2.59	3.03	0.0079	0.047	2.79	1.23	5.61
