name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
MP:0005388	respiratory system phenotype	1374	30	2.78	6.35	4.1e-08	2.7e-05	4.08	2.46	6.68
MP:0002429	abnormal blood cell morphology/development	1106	24	2.76	5.55	1.9e-06	0.00064	3.68	2.15	6.14
MP:0002133	abnormal respiratory system physiology	897	20	2.83	5.15	1.2e-05	0.0017	3.58	2.02	6.13
MP:0002132	abnormal respiratory system morphology	901	20	2.82	5.12	1.3e-05	0.0017	3.57	2.01	6.1
MP:0005369	muscle phenotype	1401	26	2.36	4.92	1.1e-05	0.0017	3.15	1.87	5.21
MP:0013693	abnormal hemopoiesis	973	20	2.61	4.73	4e-05	0.0045	3.27	1.84	5.59
MP:0011131	abnormal lung endothelial cell physiology	12	3	31.8	9.5	9.8e-05	0.0054	43.6	7.45	181
MP:0002403	abnormal pre-B cell morphology	133	7	6.69	5.89	7.9e-05	0.0054	7.64	2.9	17.1
MP:0001175	abnormal lung morphology	613	15	3.11	4.81	6.7e-05	0.0054	3.72	1.95	6.7
MP:0002123	abnormal definitive hematopoiesis	946	19	2.55	4.49	9.1e-05	0.0054	3.14	1.75	5.41
MP:0002082	postnatal lethality	1346	24	2.27	4.47	5.7e-05	0.0054	2.92	1.71	4.87
MP:0001544	abnormal cardiovascular system physiology	1571	26	2.1	4.27	8.8e-05	0.0054	2.74	1.63	4.54
MP:0001193	psoriasis	13	3	29.3	9.1	0.00013	0.0064	39.2	6.8	157
MP:0005460	abnormal leukopoiesis	737	16	2.76	4.43	0.00015	0.0072	3.3	1.76	5.87
MP:0001601	abnormal myelopoiesis	158	7	5.63	5.23	0.00023	0.0096	6.36	2.42	14.2
MP:0010911	abnormal pulmonary acinus morphology	265	9	4.32	4.88	0.00022	0.0096	4.91	2.13	10.1
MP:0013663	increased myeloid cell number	272	9	4.21	4.78	0.00026	0.0097	4.78	2.07	9.79
MP:0005620	abnormal muscle contractility	398	11	3.51	4.56	0.00025	0.0097	4.04	1.9	7.82
MP:0010899	abnormal pulmonary alveolar system morphology	277	9	4.13	4.71	3e-04	0.011	4.69	2.03	9.6
MP:0002106	abnormal muscle physiology	954	18	2.4	4.06	0.00032	0.011	2.89	1.59	5.02
MP:0002108	abnormal muscle morphology	963	18	2.38	4.02	0.00036	0.011	2.86	1.57	4.97
MP:0013657	abnormal blood cell morphology	1813	27	1.89	3.77	0.00037	0.011	2.44	1.45	4.02
MP:0002083	premature death	1443	23	2.03	3.78	0.00047	0.014	2.52	1.46	4.23
MP:0002420	abnormal adaptive immunity	1459	23	2	3.72	0.00055	0.015	2.49	1.44	4.17
MP:0001943	abnormal respiration	594	13	2.78	4	0.00065	0.017	3.22	1.61	5.97
MP:0008076	abnormal CD4-positive T cell differentiation	95	5	6.69	4.96	0.00088	0.022	7.44	2.29	18.9
