name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-204005	COPII (Coat Protein 2) Mediated Vesicle Transport	68	4	20.3	8.61	4.1e-05	0.00088	24.7	6.09	74.8
R-HSA-199977	ER to Golgi Anterograde Transport	155	5	11.1	6.86	7.3e-05	0.00088	13.6	4.01	37.1
R-HSA-948021	Transport to the Golgi and subsequent modification	186	5	9.28	6.14	0.00017	0.0014	11.3	3.32	30.6
R-HSA-6811438	Intra-Golgi traffic	44	3	23.5	8.08	0.00027	0.0016	27.9	5.21	96.7
R-HSA-446203	Asparagine N-linked glycosylation	299	5	5.77	4.52	0.0015	0.0073	6.86	2.03	18.5
R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	200	4	6.91	4.55	0.0025	0.0099	7.99	2	23.5
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	100	3	10.4	5.07	0.0029	0.01	11.8	2.24	39.3
R-HSA-8856688	Golgi-to-ER retrograde transport	134	3	7.73	4.23	0.0066	0.017	8.67	1.66	28.9
R-HSA-3858494	Beta-catenin independent WNT signaling	137	3	7.56	4.17	0.0071	0.017	8.48	1.62	28.2
R-HSA-199991	Membrane Trafficking	599	6	3.46	3.34	0.0065	0.017	4.13	1.37	10.5
R-HSA-5653656	Vesicle-mediated transport	631	6	3.28	3.19	0.0083	0.018	3.91	1.3	9.91
