name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-164938	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	20	3	32	9.52	1e-04	0.0026	39.8	7.21	145
R-HSA-422475	Axon guidance	295	8	5.78	5.72	6e-05	0.0026	6.91	2.77	15.2
R-HSA-5663205	Infectious disease	326	8	5.23	5.33	0.00012	0.0026	6.22	2.49	13.6
R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	27	3	23.7	8.1	0.00026	0.0043	28.2	5.24	98
R-HSA-432720	Lysosome Vesicle Biogenesis	35	3	18.3	7.02	0.00057	0.0062	21.1	3.99	71.5
R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	36	3	17.8	6.92	0.00062	0.0062	20.5	3.88	69.1
R-HSA-5674135	MAP2K and MAPK activation	40	3	16	6.52	0.00085	0.0062	18.3	3.48	61.3
R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	40	3	16	6.52	0.00085	0.0062	18.3	3.48	61.3
R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	40	3	16	6.52	0.00085	0.0062	18.3	3.48	61.3
R-HSA-6802949	Signaling by RAS mutants	53	3	12.1	5.54	0.0019	0.013	13.5	2.6	44.4
R-HSA-432722	Golgi Associated Vesicle Biogenesis	56	3	11.4	5.37	0.0023	0.014	12.7	2.45	41.8
R-HSA-6802952	Signaling by BRAF and RAF fusions	60	3	10.7	5.15	0.0028	0.014	11.8	2.29	38.7
R-HSA-2132295	MHC class II antigen presentation	124	4	6.87	4.52	0.0026	0.014	7.63	1.96	21.5
R-HSA-162909	Host Interactions of HIV factors	128	4	6.66	4.42	0.003	0.014	7.38	1.89	20.8
R-HSA-1266738	Developmental Biology	659	9	2.91	3.48	0.0031	0.014	3.39	1.44	7.18
R-HSA-199992	trans-Golgi Network Vesicle Budding	72	3	8.88	4.61	0.0046	0.017	9.77	1.9	31.7
R-HSA-421837	Clathrin derived vesicle budding	72	3	8.88	4.61	0.0046	0.017	9.77	1.9	31.7
R-HSA-373760	L1CAM interactions	76	3	8.41	4.45	0.0054	0.017	9.23	1.79	29.9
R-HSA-6802957	Oncogenic MAPK signaling	76	3	8.41	4.45	0.0054	0.017	9.23	1.79	29.9
R-HSA-8856828	Clathrin-mediated endocytosis	140	4	6.09	4.16	0.0041	0.017	6.72	1.73	18.9
R-HSA-1643685	Disease	984	11	2.38	3.13	0.0049	0.017	2.82	1.29	5.69
R-HSA-2682334	EPH-Ephrin signaling	81	3	7.89	4.28	0.0064	0.018	8.64	1.68	27.9
R-HSA-5663202	Diseases of signal transduction	359	6	3.56	3.39	0.0063	0.018	3.98	1.37	9.52
R-HSA-199991	Membrane Trafficking	599	8	2.85	3.2	0.0062	0.018	3.25	1.31	7.1
R-HSA-1280218	Adaptive Immune System	746	9	2.57	3.06	0.007	0.019	2.97	1.26	6.27
R-HSA-5653656	Vesicle-mediated transport	631	8	2.7	3.03	0.0084	0.021	3.08	1.24	6.71
R-HSA-611105	Respiratory electron transport	95	3	6.73	3.85	0.0099	0.024	7.31	1.43	23.5
R-HSA-162906	HIV Infection	184	4	4.63	3.41	0.011	0.025	5.06	1.3	14.1
R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	118	3	5.42	3.31	0.018	0.04	5.84	1.14	18.6
