name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-114508	Effects of PIP2 hydrolysis	25	5	19.8	9.51	4.3e-06	0.00016	25.7	7.39	72.6
R-HSA-438064	Post NMDA receptor activation events	37	6	16.1	9.27	1.6e-06	0.00016	20.1	6.7	50.5
R-HSA-442755	Activation of NMDA receptor and postsynaptic events	41	6	14.5	8.75	3.1e-06	0.00016	17.8	5.98	44.2
R-HSA-442742	CREB phosphorylation through the activation of Ras	29	5	17.1	8.76	9.3e-06	0.00017	21.4	6.25	58.9
R-HSA-194138	Signaling by VEGF	103	8	7.7	6.9	8.7e-06	0.00017	8.88	3.62	18.9
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	487	17	3.46	5.62	6.5e-06	0.00017	4.06	2.24	6.97
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	154	9	5.79	6.05	2.4e-05	0.00038	6.59	2.86	13.4
R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor	19	4	20.9	8.75	3.4e-05	0.00042	27.1	6.44	87.3
R-HSA-5673001	RAF/MAP kinase cascade	243	11	4.49	5.56	3.2e-05	0.00042	5.1	2.42	9.73
R-HSA-4420097	VEGFA-VEGFR2 Pathway	95	7	7.3	6.23	4.6e-05	0.00043	8.31	3.16	18.5
R-HSA-416476	G alpha (q) signalling events	207	10	4.79	5.56	4.3e-05	0.00043	5.42	2.48	10.6
R-HSA-5684996	MAPK1/MAPK3 signaling	249	11	4.38	5.45	4e-05	0.00043	4.97	2.36	9.48
R-HSA-194315	Signaling by Rho GTPases	441	14	3.15	4.66	0.00013	0.0011	3.57	1.86	6.39
R-HSA-5683057	MAPK family signaling cascades	288	11	3.79	4.84	0.00015	0.0012	4.25	2.03	8.09
R-HSA-112315	Transmission across Chemical Synapses	224	9	3.98	4.56	0.00042	0.0029	4.41	1.93	8.9
R-HSA-76002	Platelet activation, signaling and aggregation	271	10	3.66	4.48	0.00039	0.0029	4.06	1.86	7.94
R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	36	4	11	6.08	0.00045	0.003	12.7	3.21	36.9
R-HSA-112316	Neuronal System	356	11	3.06	4	0.00089	0.0055	3.39	1.62	6.43
R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	81	5	6.12	4.67	0.0013	0.0078	6.74	2.08	17
R-HSA-6802949	Signaling by RAS mutants	53	4	7.48	4.78	0.002	0.011	8.29	2.13	23.3
R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	60	4	6.61	4.4	0.0031	0.016	7.25	1.87	20.2
R-HSA-195258	RHO GTPase Effectors	313	9	2.85	3.36	0.0043	0.022	3.09	1.36	6.2
R-HSA-6802957	Oncogenic MAPK signaling	76	4	5.22	3.73	0.0072	0.035	5.63	1.47	15.5
R-HSA-375280	Amine ligand-binding receptors	42	3	7.08	3.99	0.0086	0.04	7.75	1.51	25
R-HSA-5576892	Phase 0 - rapid depolarisation	46	3	6.47	3.75	0.011	0.049	7.02	1.37	22.5
R-HSA-416482	G alpha (12/13) signalling events	87	4	4.56	3.36	0.011	0.049	4.88	1.27	13.4
