name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
path:hsa05322	Systemic lupus erythematosus	132	19	5.69	8.77	5.7e-10	4.1e-08	7.18	4.06	12.1
path:hsa04975	Fat digestion and absorption	41	11	10.6	9.94	3.2e-09	1.1e-07	15	6.67	31.5
path:hsa05034	Alcoholism	180	18	3.95	6.47	5.3e-07	1.3e-05	4.68	2.63	7.88
path:hsa04950	Maturity onset diabetes of the young	26	7	10.6	7.94	2.6e-06	4.6e-05	14.7	5.17	37.3
path:hsa04972	Pancreatic secretion	96	11	4.53	5.61	2.7e-05	0.00038	5.26	2.48	10.2
path:hsa04060	Cytokine-cytokine receptor interaction	270	19	2.78	4.82	4.6e-05	0.00055	3.16	1.82	5.22
path:hsa04610	Complement and coagulation cascades	79	9	4.51	5.05	0.00015	0.0016	5.18	2.23	10.6
path:hsa00140	Steroid hormone biosynthesis	58	7	4.77	4.65	0.00059	0.0047	5.47	2.06	12.4
path:hsa04630	Jak-STAT signaling pathway	156	12	3.04	4.16	0.00055	0.0047	3.38	1.67	6.26
path:hsa00591	Linoleic acid metabolism	29	5	6.82	5.06	0.00071	0.0051	8.24	2.42	22.4
path:hsa03320	PPAR signaling pathway	72	7	3.84	3.91	0.0022	0.014	4.29	1.63	9.54
path:hsa00592	alpha-Linolenic acid metabolism	25	4	6.33	4.3	0.0033	0.02	7.49	1.85	22.5
path:hsa04657	IL-17 signaling pathway	93	7	2.98	3.09	0.0089	0.049	3.23	1.24	7.1
