name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	118	70	4.55	15	1.4e-32	1.2e-29	10.2	6.94	15.1
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	165	80	3.72	13.6	8.1e-29	3.6e-26	6.62	4.78	9.14
R-HSA-611105	Respiratory electron transport	95	58	4.68	14	3.9e-28	1.2e-25	10.9	7.05	17
R-HSA-5419276	Mitochondrial translation termination	86	47	4.19	11.5	3.4e-20	7.6e-18	8.29	5.29	13.1
R-HSA-5368287	Mitochondrial translation	87	47	4.14	11.4	6.5e-20	1.1e-17	8.09	5.17	12.7
R-HSA-5389840	Mitochondrial translation elongation	84	46	4.2	11.4	7.7e-20	1.1e-17	8.33	5.28	13.2
R-HSA-6799198	Complex I biogenesis	55	33	4.6	10.4	3.2e-16	4.1e-14	10.2	5.77	18.5
R-HSA-1430728	Metabolism	1899	352	1.42	7.9	1.9e-14	2.1e-12	1.71	1.49	1.96
R-HSA-73777	RNA Polymerase I Chain Elongation	89	35	3.02	7.4	4e-10	4e-08	4.41	2.79	6.91
R-HSA-5250913	Positive epigenetic regulation of rRNA expression	90	34	2.9	7	2.5e-09	2e-07	4.13	2.6	6.46
R-HSA-5250924	B-WICH complex positively regulates rRNA expression	90	34	2.9	7	2.5e-09	2e-07	4.13	2.6	6.46
R-HSA-5578749	Transcriptional regulation by small RNAs	104	37	2.73	6.86	3.5e-09	2.6e-07	3.76	2.43	5.73
R-HSA-72766	Translation	258	68	2.02	6.43	4.8e-09	3.3e-07	2.46	1.83	3.29
R-HSA-73854	RNA Polymerase I Promoter Clearance	106	37	2.68	6.72	6.3e-09	4e-07	3.65	2.37	5.54
R-HSA-73864	RNA Polymerase I Transcription	108	37	2.63	6.58	1.1e-08	6.7e-07	3.55	2.31	5.37
R-HSA-427359	SIRT1 negatively regulates rRNA expression	62	26	3.22	6.78	1.5e-08	7.8e-07	4.89	2.83	8.36
R-HSA-73728	RNA Polymerase I Promoter Opening	62	26	3.22	6.78	1.5e-08	7.8e-07	4.89	2.83	8.36
R-HSA-5250941	Negative epigenetic regulation of rRNA expression	63	26	3.16	6.67	2.2e-08	1.1e-06	4.76	2.76	8.1
R-HSA-427413	NoRC negatively regulates rRNA expression	60	25	3.19	6.6	3.3e-08	1.5e-06	4.83	2.76	8.34
