name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-4570464	SUMOylation of RNA binding proteins	46	4	9.89	5.69	0.00069	0.013	11.2	2.85	31.9
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	76	5	7.49	5.34	0.00053	0.013	8.35	2.57	21.2
R-HSA-373760	L1CAM interactions	76	5	7.49	5.34	0.00053	0.013	8.35	2.57	21.2
R-HSA-597592	Post-translational protein modification	1353	24	2.02	3.79	0.00046	0.013	2.43	1.45	3.95
R-HSA-422475	Axon guidance	295	9	3.47	4.06	0.0011	0.016	3.84	1.68	7.77
R-HSA-392499	Metabolism of proteins	1907	29	1.73	3.34	0.0013	0.016	2.11	1.3	3.35
R-HSA-70171	Glycolysis	61	4	7.46	4.77	0.002	0.021	8.24	2.12	23
R-HSA-4551638	SUMOylation of chromatin organization proteins	69	4	6.6	4.39	0.0031	0.029	7.22	1.87	20.1
R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	38	3	8.98	4.64	0.0044	0.033	9.96	1.92	32.6
R-HSA-70326	Glucose metabolism	81	4	5.62	3.93	0.0055	0.033	6.09	1.58	16.8
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	121	5	4.7	3.86	0.0042	0.033	5.09	1.58	12.7
R-HSA-2990846	SUMOylation	127	5	4.48	3.72	0.0051	0.033	4.84	1.5	12.1
R-HSA-948021	Transport to the Golgi and subsequent modification	186	6	3.67	3.46	0.0058	0.033	3.96	1.39	9.16
R-HSA-71387	Metabolism of carbohydrates	263	7	3.03	3.14	0.0083	0.044	3.26	1.26	7.13
