name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	51	4	17.1	7.82	8.3e-05	0.0035	20.1	5.03	58.7
R-HSA-6784531	tRNA processing in the nucleus	56	4	15.5	7.42	0.00012	0.0035	18.1	4.56	52.7
R-HSA-1483257	Phospholipid metabolism	200	6	6.53	5.37	0.00028	0.0056	7.55	2.59	18.2
R-HSA-1483255	PI Metabolism	78	4	11.2	6.12	0.00043	0.0064	12.7	3.23	36.4
R-HSA-72306	tRNA processing	83	4	10.5	5.9	0.00055	0.0065	11.9	3.03	34
R-HSA-4570464	SUMOylation of RNA binding proteins	46	3	14.2	6.09	0.0012	0.01	16.1	3.07	53.4
R-HSA-1430728	Metabolism	1899	18	2.06	3.5	0.0011	0.01	2.76	1.44	5.19
R-HSA-191859	snRNP Assembly	52	3	12.6	5.68	0.0017	0.011	14.1	2.71	46.5
R-HSA-194441	Metabolism of non-coding RNA	52	3	12.6	5.68	0.0017	0.011	14.1	2.71	46.5
R-HSA-8953854	Metabolism of RNA	646	9	3.03	3.63	0.0023	0.014	3.56	1.5	7.56
R-HSA-162909	Host Interactions of HIV factors	128	4	6.8	4.49	0.0027	0.015	7.56	1.94	21.3
R-HSA-4551638	SUMOylation of chromatin organization proteins	69	3	9.46	4.79	0.0038	0.018	10.5	2.03	34
R-HSA-556833	Metabolism of lipids	696	9	2.81	3.37	0.0039	0.018	3.29	1.39	6.97
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	76	3	8.59	4.51	0.005	0.021	9.45	1.83	30.6
R-HSA-162906	HIV Infection	184	4	4.73	3.47	0.0099	0.036	5.18	1.33	14.5
R-HSA-9006925	Intracellular signaling by second messengers	282	5	3.86	3.31	0.0091	0.036	4.26	1.31	10.9
R-HSA-5578749	Transcriptional regulation by small RNAs	104	3	6.28	3.68	0.012	0.042	6.81	1.33	21.8
R-HSA-211000	Gene Silencing by RNA	117	3	5.58	3.39	0.016	0.049	6.03	1.18	19.3
R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	118	3	5.53	3.37	0.017	0.049	5.97	1.17	19.1
R-HSA-5663205	Infectious disease	326	5	3.34	2.92	0.016	0.049	3.66	1.12	9.35
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	121	3	5.4	3.31	0.018	0.05	5.82	1.14	18.6
