query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection
1	1	TRUE	0.0189	266	636	19	0.03	0.071	GO:0010035	BP	93	response to inorganic substance	1	HMOX1,CRIP1,RACK1,ID2,PDCD6,SOD1,GUCA1A,FAS,PRDX3,GPR37L1,RAD51,TXN1,PRDX1,RPS3,HP,MT2,MT1,GPX1,S100A16
2	1	TRUE	0.0323	72	636	8	0.013	0.111	GO:0042542	BP	93	response to hydrogen peroxide	2	RACK1,SOD1,PRDX3,GPR37L1,TXN1,RPS3,HP,GPX1
3	1	TRUE	0.0264	8	636	3	0.005	0.375	GO:0034374	BP	79	low-density lipoprotein particle remodeling	1	APOE,APOB,PLA2G7
4	1	TRUE	0.0453	20	636	4	0.006	0.2	GO:0044788	BP	461	modulation by host of viral process	1	APOE,PPIB,LTF,CFL1
5	1	TRUE	0.0189	2	636	2	0.003	1	GO:0019322	BP	596	pentose biosynthetic process	1	PGD,G6PDX
6	1	TRUE	0.0264	40	636	6	0.009	0.15	GO:0043044	BP	527	ATP-dependent chromatin remodeling	1	PTMA,ANP32B,HDAC1,ACTB,SMARCE1,RBBP4
7	1	TRUE	0.0412	3	636	2	0.003	0.667	GO:0031509	BP	628	telomeric heterochromatin assembly	1	H3F3B,H3F3A
8	1	TRUE	0.0189	7	636	3	0.005	0.429	GO:0031077	BP	476	post-embryonic camera-type eye development	1	BAX,HMGN1,BAK1
9	1	TRUE	0.0189	7	636	3	0.005	0.429	GO:0048563	BP	476	post-embryonic animal organ morphogenesis	1	BAX,HMGN1,BAK1
10	1	TRUE	0.00336	4	636	3	0.005	0.75	GO:0048050	BP	476	post-embryonic eye morphogenesis	1	BAX,HMGN1,BAK1
11	1	TRUE	0.00107	3	636	3	0.005	1	GO:0048597	BP	476	post-embryonic camera-type eye morphogenesis	2	BAX,HMGN1,BAK1
12	1	TRUE	0.029	1194	636	57	0.09	0.048	GO:0042325	BP	274	regulation of phosphorylation	1	APOE,BAX,NDRG2,CDC42,RPLP1,CCL8,SIRT2,CDK5RAP3,CDK1,RACK1,SLC9A3R1,PBK,SOD1,COX7A2L,FAS,PRDX3,PDCL3,GPR37L1,ATF3,RAD51,CKS1B,BCL10,TXN1,BAG1,VCP,GLIPR2,CDKN2C,PRDX1,FGR,ERP29,MCM7,CIB1,CLN3,RPS3,LAMTOR1,PLK1,ILK,IGBP1,CASP3,LTF,PIK3IP1,PKIG,CCL7,SOCS1,RRAS,ID1,S1PR2,NPM1,SCIMP,BAK1,CKS2,VRK2,ANG,CNTF,GM2564,DYNLT1F,DYNLT1B
13	1	TRUE	0.0412	381	636	23	0.036	0.06	GO:0042326	BP	274	negative regulation of phosphorylation	2	APOE,BAX,NDRG2,SIRT2,CDK5RAP3,RACK1,SLC9A3R1,PBK,PRDX3,ATF3,BAG1,CDKN2C,CIB1,PLK1,IGBP1,CASP3,PIK3IP1,PKIG,SOCS1,NPM1,BAK1,DYNLT1F,DYNLT1B
14	1	TRUE	0.00934	118	636	12	0.019	0.102	GO:0009411	BP	56	response to UV	1	BAX,CRIP1,PBK,CASP7,PCNA,CASP3,HMGN1,CIRBP,NPM1,BAK1,RPL26,GPX1
15	1	TRUE	0.0412	60	636	7	0.011	0.117	GO:0034644	BP	56	cellular response to UV	1	BAX,CRIP1,PBK,PCNA,NPM1,BAK1,RPL26
16	1	TRUE	0.0189	2	636	2	0.003	1	GO:1902340	BP	431	negative regulation of chromosome condensation	1	H3F3B,H3F3A
17	1	TRUE	0.0264	8	636	3	0.005	0.375	GO:0043497	BP	618	regulation of protein heterodimerization activity	1	BAX,CDC42,BAK1
18	1	TRUE	0.0344	73	636	8	0.013	0.11	GO:0034446	BP	391	substrate adhesion-dependent cell spreading	1	CDC42,VAMP3,CIB1,ILK,AKIP1,TRIOBP,S100A10,UNC13D
19	1	TRUE	0.0219	26	636	5	0.008	0.192	GO:1900026	BP	391	positive regulation of substrate adhesion-dependent cell spreading	2	CDC42,CIB1,TRIOBP,S100A10,UNC13D
