name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
MP:0000322	increased granulocyte number	328	20	3.6	6.3	6.1e-07	0.00075	4.18	2.44	6.82
MP:0002827	abnormal renal corpuscle morphology	350	18	3.04	5.1	2.4e-05	0.0064	3.43	1.95	5.7
MP:0002441	abnormal granulocyte morphology	558	24	2.54	4.93	2e-05	0.0064	2.9	1.78	4.55
MP:0020201	abnormal granulocyte number	529	23	2.57	4.88	2.6e-05	0.0064	2.92	1.77	4.62
MP:0000218	increased leukocyte cell number	1080	37	2.02	4.7	1.7e-05	0.0064	2.39	1.6	3.5
MP:0011181	increased hematopoietic cell number	1247	40	1.9	4.46	3.4e-05	0.007	2.24	1.52	3.25
MP:0004622	sacral vertebral fusion	13	4	18.2	8.13	5e-05	0.0088	26.4	5.88	96.2
MP:0000521	abnormal kidney cortex morphology	378	18	2.81	4.72	6.7e-05	0.01	3.15	1.79	5.24
MP:0005325	abnormal renal glomerulus morphology	321	16	2.95	4.65	1e-04	0.014	3.28	1.8	5.6
MP:0005011	increased eosinophil cell number	89	8	5.31	5.36	0.00012	0.015	5.99	2.46	12.7
MP:0002414	abnormal myeloblast morphology/development	202	12	3.51	4.73	0.00016	0.017	3.89	1.93	7.16
MP:0002723	abnormal immune serum protein physiology	1067	34	1.88	4.02	0.00018	0.018	2.16	1.43	3.21
MP:0003881	abnormal nephron morphology	487	20	2.43	4.24	2e-04	0.019	2.71	1.59	4.39
MP:0001691	abnormal somite shape	35	5	8.44	5.79	0.00028	0.025	9.96	2.98	26.4
MP:0005061	abnormal eosinophil morphology	157	10	3.76	4.58	0.00032	0.026	4.15	1.91	8.07
MP:0000523	cortical renal glomerulopathies	190	11	3.42	4.42	0.00037	0.028	3.76	1.81	7.1
MP:0001881	abnormal mammary gland physiology	108	8	4.38	4.63	0.00047	0.031	4.84	2	10.2
MP:0013555	abnormal apocrine gland physiology	108	8	4.38	4.63	0.00047	0.031	4.84	2	10.2
MP:0005371	limbs/digits/tail phenotype	1030	32	1.84	3.73	0.00045	0.031	2.08	1.36	3.11
