name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-156590	Glutathione conjugation	36	4	10.8	6.01	0.00048	0.02	12.5	3.14	36.1
R-HSA-917937	Iron uptake and transport	58	5	8.38	5.75	0.00031	0.02	9.48	2.9	24.3
R-HSA-77387	Insulin receptor recycling	26	3	11.2	5.32	0.0023	0.031	12.9	2.44	43.7
R-HSA-5389840	Mitochondrial translation elongation	84	5	5.79	4.49	0.0017	0.031	6.35	1.96	16
R-HSA-5419276	Mitochondrial translation termination	86	5	5.65	4.42	0.0019	0.031	6.19	1.91	15.5
R-HSA-5368287	Mitochondrial translation	87	5	5.59	4.38	0.002	0.031	6.11	1.89	15.3
R-HSA-917977	Transferrin endocytosis and recycling	31	3	9.41	4.78	0.0039	0.033	10.6	2.03	35.1
R-HSA-1222556	ROS, RNS production in phagocytes	32	3	9.11	4.69	0.0042	0.033	10.2	1.96	33.8
R-HSA-70263	Gluconeogenesis	34	3	8.58	4.51	0.005	0.033	9.55	1.84	31.4
R-HSA-70171	Glycolysis	61	4	6.37	4.29	0.0035	0.033	6.98	1.8	19.4
R-HSA-156580	Phase II - Conjugation of compounds	109	5	4.46	3.7	0.0052	0.033	4.81	1.5	12
R-HSA-72766	Translation	258	8	3.01	3.34	0.005	0.033	3.25	1.35	6.77
R-HSA-1430728	Metabolism	1899	31	1.59	2.9	0.0042	0.033	1.85	1.17	2.87
R-HSA-74752	Signaling by Insulin receptor	72	4	5.4	3.82	0.0064	0.037	5.85	1.52	16.1
R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	39	3	7.48	4.13	0.0074	0.04	8.22	1.59	26.7
R-HSA-211859	Biological oxidations	223	7	3.05	3.16	0.008	0.041	3.27	1.27	7.12
R-HSA-70326	Glucose metabolism	81	4	4.8	3.5	0.0096	0.046	5.16	1.34	14.2
