name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-112316	Neuronal System	356	57	2	5.65	2.8e-07	0.00018	2.28	1.67	3.06
R-HSA-422475	Axon guidance	295	47	1.99	5.08	3.7e-06	0.0012	2.25	1.59	3.11
R-HSA-5173105	O-linked glycosylation	112	24	2.67	5.25	6.8e-06	0.0014	3.19	1.93	5.1
R-HSA-375280	Amine ligand-binding receptors	42	13	3.86	5.48	1.5e-05	0.0024	5.21	2.47	10.4
R-HSA-3247509	Chromatin modifying enzymes	227	36	1.98	4.4	5.6e-05	0.0059	2.22	1.5	3.2
R-HSA-4839726	Chromatin organization	227	36	1.98	4.4	5.6e-05	0.0059	2.22	1.5	3.2
R-HSA-1912408	Pre-NOTCH Transcription and Translation	30	10	4.16	5.11	7.1e-05	0.0065	5.79	2.41	13
R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	37	11	3.71	4.87	1e-04	0.0081	4.9	2.18	10.3
R-HSA-390666	Serotonin receptors	12	6	6.23	5.36	0.00016	0.0085	11.5	3.08	43.2
R-HSA-1912422	Pre-NOTCH Expression and Processing	32	10	3.9	4.85	0.00013	0.0085	5.26	2.22	11.6
R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	38	11	3.61	4.76	0.00013	0.0085	4.72	2.11	9.88
R-HSA-1266738	Developmental Biology	659	79	1.49	3.88	0.00016	0.0085	1.62	1.25	2.08
R-HSA-1368082	RORA activates gene expression	22	8	4.53	4.9	0.00019	0.0088	6.61	2.39	16.9
R-HSA-3906995	Diseases associated with O-glycosylation of proteins	66	15	2.83	4.41	0.00018	0.0088	3.42	1.78	6.21
R-HSA-350054	Notch-HLH transcription pathway	13	6	5.76	5.07	0.00027	0.011	9.89	2.74	34.5
R-HSA-445095	Interaction between L1 and Ankyrins	13	6	5.76	5.07	0.00027	0.011	9.89	2.74	34.5
R-HSA-112315	Transmission across Chemical Synapses	224	33	1.84	3.74	0.00046	0.017	2.02	1.34	2.96
R-HSA-400206	Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	120	21	2.18	3.85	0.00051	0.018	2.47	1.46	4.01
R-HSA-5576891	Cardiac conduction	139	23	2.06	3.73	0.00065	0.022	2.31	1.4	3.66
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	67	14	2.61	3.89	0.00072	0.023	3.07	1.56	5.63
R-HSA-2428928	IRS-related events triggered by IGF1R	46	11	2.98	3.98	0.00081	0.025	3.64	1.66	7.37
R-HSA-2428924	IGF1R signaling cascade	47	11	2.92	3.89	0.00098	0.029	3.54	1.62	7.14
R-HSA-8951671	RUNX3 regulates YAP1-mediated transcription	22	7	3.97	4.11	0.0012	0.03	5.39	1.85	14.1
R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	28	8	3.56	4.01	0.0012	0.03	4.62	1.76	11
R-HSA-109704	PI3K Cascade	41	10	3.04	3.87	0.0012	0.03	3.73	1.63	7.85
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	48	11	2.86	3.81	0.0012	0.03	3.44	1.58	6.93
R-HSA-112399	IRS-mediated signalling	42	10	2.97	3.78	0.0014	0.032	3.62	1.58	7.57
R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	42	10	2.97	3.78	0.0014	0.032	3.62	1.58	7.57
R-HSA-194840	Rho GTPase cycle	138	22	1.99	3.45	0.0014	0.032	2.21	1.32	3.53
R-HSA-400253	Circadian Clock	36	9	3.12	3.76	0.0017	0.037	3.85	1.59	8.48
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	51	11	2.69	3.57	0.002	0.041	3.18	1.47	6.35
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	18	6	4.16	3.96	0.0021	0.042	5.77	1.77	16.7
R-HSA-1989781	PPARA activates gene expression	117	19	2.02	3.29	0.0023	0.045	2.25	1.29	3.73
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	13	5	4.8	4.04	0.0024	0.046	7.2	1.85	25
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	154	23	1.86	3.18	0.0026	0.048	2.04	1.24	3.22
