name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-438066	Unblocking of NMDA receptor, glutamate binding and activation	17	3	13.2	5.86	0.0014	0.039	16.1	2.94	58.6
R-HSA-5358346	Hedgehog ligand biogenesis	64	6	7.01	5.61	2e-04	0.039	7.93	2.75	18.8
R-HSA-5362768	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	56	5	6.67	4.96	0.00088	0.039	7.47	2.29	19
R-HSA-5387390	Hh mutants abrogate ligand secretion	59	5	6.33	4.78	0.0011	0.039	7.05	2.16	17.9
R-HSA-5678895	Defective CFTR causes cystic fibrosis	61	5	6.12	4.68	0.0013	0.039	6.79	2.09	17.2
R-HSA-397014	Muscle contraction	201	10	3.72	4.53	0.00036	0.039	4.09	1.88	7.94
R-HSA-5358351	Signaling by Hedgehog	148	8	4.04	4.34	0.00082	0.039	4.42	1.83	9.21
R-HSA-114608	Platelet degranulation 	123	7	4.25	4.23	0.0013	0.039	4.64	1.79	10.1
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	128	7	4.09	4.09	0.0016	0.039	4.44	1.71	9.7
R-HSA-2262752	Cellular responses to stress	425	14	2.46	3.59	0.0016	0.039	2.69	1.41	4.74
R-HSA-5576891	Cardiac conduction	139	7	3.76	3.82	0.0026	0.047	4.07	1.57	8.86
R-HSA-8953897	Cellular responses to external stimuli	493	15	2.27	3.38	0.0024	0.047	2.48	1.33	4.3
R-HSA-8953854	Metabolism of RNA	646	18	2.08	3.31	0.0024	0.047	2.29	1.3	3.8
