name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
MP:0008762	embryonic lethality	1763	930	1.33	12.6	4.7e-36	2.3e-32	1.95	1.75	2.17
MP:0013293	embryonic lethality prior to tooth bud stage	788	449	1.44	10.5	3.3e-25	7.9e-22	2.17	1.87	2.52
MP:0013292	embryonic lethality prior to organogenesis	717	414	1.46	10.4	8.7e-25	1.4e-21	2.23	1.91	2.61
MP:0011100	preweaning lethality, complete penetrance	799	443	1.4	9.63	1.3e-21	1.6e-18	2.03	1.75	2.36
MP:0005380	embryo phenotype	1722	834	1.23	8.38	5.5e-17	5.4e-14	1.57	1.41	1.74
MP:0001672	abnormal embryo development	1018	525	1.3	8.34	1.1e-16	8.6e-14	1.73	1.52	1.98
MP:0014134	abnormal embryo morphology	1333	657	1.25	7.88	3.5e-15	2.4e-12	1.59	1.42	1.79
MP:0004196	abnormal prenatal growth/weight/body size	1147	569	1.26	7.46	8.8e-14	5.4e-11	1.6	1.41	1.81
MP:0002088	abnormal embryonic growth/weight/body size	966	487	1.28	7.32	2.8e-13	1.5e-10	1.64	1.43	1.88
MP:0010866	abnormal prenatal body size	862	440	1.29	7.27	4.2e-13	2e-10	1.68	1.45	1.93
MP:0001697	abnormal embryo size	709	370	1.32	7.18	8.4e-13	3.7e-10	1.75	1.49	2.04
MP:0009850	embryonic lethality between implantation and placentation	440	245	1.41	7.1	1.7e-12	6.8e-10	1.99	1.63	2.42
MP:0001698	decreased embryo size	608	316	1.32	6.5	8.7e-11	3.3e-08	1.72	1.45	2.03
MP:0006205	embryonic lethality between implantation and somite formation	300	172	1.45	6.42	1.8e-10	6.3e-08	2.11	1.66	2.68
MP:0008540	abnormal cerebral hemisphere morphology	609	314	1.3	6.29	3.3e-10	1.1e-07	1.69	1.43	2
MP:0006207	embryonic lethality during organogenesis	942	461	1.24	6.24	3.9e-10	1.2e-07	1.53	1.34	1.76
MP:0011098	embryonic lethality during organogenesis, complete penetrance	751	376	1.27	6.17	6.5e-10	1.9e-07	1.6	1.37	1.86
MP:0002085	abnormal embryonic tissue morphology	987	479	1.23	6.13	7.7e-10	2.1e-07	1.51	1.32	1.73
MP:0000788	abnormal cerebral cortex morphology	363	199	1.39	6.08	1.3e-09	3.4e-07	1.91	1.54	2.37
MP:0002084	abnormal developmental patterning	478	252	1.33	6.06	1.4e-09	3.4e-07	1.76	1.46	2.12
MP:0011096	embryonic lethality between implantation and somite formation, complete penetrance	271	154	1.44	5.91	3.9e-09	9.1e-07	2.06	1.6	2.65
MP:0001695	abnormal gastrulation	369	200	1.37	5.89	4.2e-09	9.4e-07	1.86	1.5	2.3
MP:0003861	abnormal nervous system development	1215	572	1.19	5.78	5.7e-09	1.2e-06	1.43	1.26	1.62
MP:0000787	abnormal telencephalon morphology	808	396	1.24	5.77	6.5e-09	1.3e-06	1.53	1.32	1.77
MP:0010865	prenatal growth retardation	644	323	1.27	5.72	9.3e-09	1.8e-06	1.59	1.35	1.88
MP:0000807	abnormal hippocampus morphology	346	187	1.37	5.63	1.8e-08	3.4e-06	1.84	1.48	2.3
MP:0002152	abnormal brain morphology	1633	742	1.15	5.39	4.9e-08	8.8e-06	1.34	1.2	1.5
MP:0000801	abnormal temporal lobe morphology	352	188	1.35	5.43	5.4e-08	9.1e-06	1.79	1.44	2.24
MP:0003984	embryonic growth retardation	560	282	1.27	5.41	5.4e-08	9.1e-06	1.6	1.34	1.9
MP:0003720	abnormal neural tube closure	377	199	1.34	5.38	7.1e-08	1.2e-05	1.75	1.42	2.17
MP:0004166	abnormal limbic system morphology	393	206	1.33	5.34	8.5e-08	1.3e-05	1.73	1.4	2.13
MP:0000783	abnormal forebrain morphology	1011	477	1.19	5.28	9.7e-08	1.5e-05	1.42	1.24	1.62
MP:0000913	abnormal brain development	780	374	1.21	5.03	3.7e-07	5.4e-05	1.46	1.25	1.69
MP:0002151	abnormal neural tube morphology	590	291	1.25	5.03	3.9e-07	5.5e-05	1.53	1.29	1.82
MP:0013503	abnormal embryonic tissue cell apoptosis	172	100	1.47	5.04	4.9e-07	6.9e-05	2.16	1.57	2.97
MP:0011091	prenatal lethality, complete penetrance	390	201	1.3	4.96	6.1e-07	8.2e-05	1.66	1.35	2.05
MP:0000813	abnormal hippocampus layer morphology	108	67	1.57	4.81	1.7e-06	0.00022	2.53	1.69	3.84
MP:0008284	abnormal hippocampus pyramidal cell layer	87	56	1.63	4.76	2.2e-06	0.00029	2.79	1.77	4.49
MP:0000929	open neural tube	251	135	1.36	4.69	2.5e-06	0.00031	1.81	1.4	2.35
MP:0000914	exencephaly	260	139	1.35	4.66	2.8e-06	0.00034	1.79	1.39	2.31
MP:0001700	abnormal embryo turning	212	116	1.38	4.58	4.3e-06	0.00051	1.88	1.41	2.49
MP:0013504	increased embryonic tissue cell apoptosis	142	82	1.46	4.48	7.4e-06	0.00086	2.12	1.49	3.01
MP:0001730	embryonic growth arrest	302	156	1.31	4.39	9.4e-06	0.0011	1.66	1.31	2.11
MP:0013294	prenatal lethality prior to heart atrial septation	61	41	1.7	4.44	1.1e-05	0.0012	3.16	1.81	5.71
MP:0003717	pallor	213	115	1.37	4.37	1.1e-05	0.0012	1.82	1.37	2.42
MP:0000812	abnormal dentate gyrus morphology	109	65	1.51	4.32	1.6e-05	0.0017	2.28	1.53	3.44
MP:0003077	abnormal cell cycle	301	154	1.29	4.2	2.1e-05	0.0022	1.63	1.29	2.07
MP:0006009	abnormal neuronal migration	137	78	1.44	4.2	2.5e-05	0.0025	2.05	1.44	2.93
