name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-9020702	Interleukin-1 signaling	102	13	4.14	5.68	1.4e-05	0.0021	4.76	2.41	8.69
R-HSA-162906	HIV Infection	184	18	3.18	5.32	1.4e-05	0.0021	3.57	2.03	5.91
R-HSA-5663205	Infectious disease	326	26	2.59	5.21	8e-06	0.0021	2.89	1.83	4.41
R-HSA-162909	Host Interactions of HIV factors	128	14	3.56	5.18	3.7e-05	0.0042	4.01	2.1	7.11
R-HSA-432720	Lysosome Vesicle Biogenesis	35	7	6.5	5.81	7.8e-05	0.0052	8.03	2.94	19
R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	35	7	6.5	5.81	7.8e-05	0.0052	8.03	2.94	19
R-HSA-193704	p75 NTR receptor-mediated signalling	90	11	3.97	5.05	9.3e-05	0.0052	4.51	2.14	8.63
R-HSA-446652	Interleukin-1 family signaling	138	14	3.3	4.84	8.6e-05	0.0052	3.68	1.93	6.51
R-HSA-5688426	Deubiquitination	295	22	2.42	4.42	0.00011	0.0055	2.66	1.61	4.18
R-HSA-2871837	FCERI mediated NF-kB activation	79	10	4.12	4.95	0.00014	0.0064	4.68	2.13	9.26
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	165	15	2.96	4.51	0.00017	0.0068	3.26	1.76	5.64
R-HSA-69202	Cyclin E associated events during G1/S transition 	82	10	3.96	4.8	2e-04	0.0073	4.49	2.04	8.85
R-HSA-164938	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	20	5	8.13	5.68	0.00028	0.0097	10.7	3.01	31.1
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	13	4	10	5.79	5e-04	0.011	14.2	3.17	51.1
R-HSA-209560	NF-kB is activated and signals survival	13	4	10	5.79	5e-04	0.011	14.2	3.17	51.1
R-HSA-937039	IRAK1 recruits IKK complex	15	4	8.67	5.3	0.00092	0.011	11.6	2.68	39.4
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	15	4	8.67	5.3	0.00092	0.011	11.6	2.68	39.4
R-HSA-210500	Glutamate Neurotransmitter Release Cycle	24	5	6.77	5.04	7e-04	0.011	8.41	2.44	23.5
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	60	8	4.33	4.62	0.00047	0.011	4.95	2.01	10.6
R-HSA-1227986	Signaling by ERBB2	49	7	4.64	4.56	0.00069	0.011	5.35	2.01	12.1
R-HSA-1169091	Activation of NF-kappaB in B cells	66	8	3.94	4.27	0.00089	0.011	4.43	1.81	9.44
R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	126	12	3.1	4.22	0.00049	0.011	3.41	1.69	6.28
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	81	9	3.61	4.21	0.00082	0.011	4.03	1.75	8.18
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	111	11	3.22	4.19	6e-04	0.011	3.56	1.7	6.73
R-HSA-5607764	CLEC7A (Dectin-1) signaling	96	10	3.39	4.19	0.00071	0.011	3.75	1.72	7.34
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	82	9	3.57	4.16	0.00089	0.011	3.97	1.73	8.06
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	82	9	3.57	4.16	0.00089	0.011	3.97	1.73	8.06
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	112	11	3.19	4.16	0.00064	0.011	3.52	1.69	6.66
R-HSA-975871	MyD88 cascade initiated on plasma membrane	82	9	3.57	4.16	0.00089	0.011	3.97	1.73	8.06
R-HSA-202424	Downstream TCR signaling	98	10	3.32	4.11	0.00084	0.011	3.67	1.68	7.16
R-HSA-5689880	Ub-specific processing proteases	220	17	2.51	4.04	0.00044	0.011	2.73	1.54	4.56
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	310	21	2.2	3.83	0.00058	0.011	2.38	1.43	3.78
R-HSA-199991	Membrane Trafficking	599	34	1.85	3.8	0.00038	0.011	2.01	1.35	2.91
R-HSA-5653656	Vesicle-mediated transport	631	35	1.8	3.71	0.00048	0.011	1.96	1.32	2.82
R-HSA-983169	Class I MHC mediated antigen processing & presentation	365	23	2.05	3.64	0.00088	0.011	2.21	1.36	3.44
R-HSA-449147	Signaling by Interleukins	454	27	1.93	3.63	0.00077	0.011	2.09	1.34	3.15
R-HSA-1280218	Adaptive Immune System	746	39	1.7	3.54	0.00073	0.011	1.84	1.27	2.61
R-HSA-193639	p75NTR signals via NF-kB	16	4	8.13	5.08	0.0012	0.012	10.6	2.48	35.3
R-HSA-164952	The role of Nef in HIV-1 replication and disease pathogenesis	27	5	6.02	4.65	0.0012	0.012	7.26	2.13	19.8
R-HSA-72689	Formation of a pool of free 40S subunits	101	10	3.22	3.99	0.0011	0.012	3.54	1.63	6.91
R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	118	11	3.03	3.95	0.001	0.012	3.32	1.59	6.27
R-HSA-72613	Eukaryotic Translation Initiation	119	11	3.01	3.92	0.0011	0.012	3.29	1.58	6.21
R-HSA-72737	Cap-dependent Translation Initiation	119	11	3.01	3.92	0.0011	0.012	3.29	1.58	6.21
