name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
path:hsa04080	Neuroactive ligand-receptor interaction	277	29	2.33	4.91	1.5e-05	0.0025	2.65	1.71	3.99
path:hsa04020	Calcium signaling pathway	181	21	2.59	4.69	5.3e-05	0.0044	2.93	1.74	4.72
path:hsa04911	Insulin secretion	85	12	3.15	4.32	0.00037	0.02	3.6	1.76	6.78
path:hsa04540	Gap junction	88	12	3.04	4.17	0.00051	0.021	3.46	1.69	6.49
path:hsa04912	GnRH signaling pathway	92	12	2.91	3.99	0.00077	0.025	3.29	1.61	6.15
path:hsa04070	Phosphatidylinositol signaling system	97	12	2.76	3.78	0.0012	0.029	3.09	1.52	5.77
path:hsa04921	Oxytocin signaling pathway	152	16	2.35	3.64	0.0012	0.029	2.59	1.42	4.43
path:hsa04725	Cholinergic synapse	112	13	2.59	3.67	0.0014	0.03	2.88	1.46	5.23
path:hsa04971	Gastric acid secretion	75	10	2.97	3.72	0.0018	0.032	3.35	1.52	6.66
path:hsa04072	Phospholipase D signaling pathway	145	15	2.31	3.45	0.002	0.034	2.53	1.36	4.41
