name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
path:hsa00190	Oxidative phosphorylation	133	12	8.1	8.78	1.9e-08	5e-07	10.3	4.92	19.9
path:hsa05012	Parkinson's disease	142	11	6.96	7.61	3.8e-07	5e-06	8.57	3.98	16.9
path:hsa05016	Huntington's disease	193	12	5.58	6.86	1.2e-06	1e-05	6.83	3.29	13.1
path:hsa05010	Alzheimer's disease	171	11	5.78	6.71	2.4e-06	1.6e-05	6.99	3.26	13.7
path:hsa04932	Non-alcoholic fatty liver disease (NAFLD)	149	10	6.03	6.58	5e-06	2.6e-05	7.22	3.24	14.6
path:hsa00020	Citrate cycle (TCA cycle)	30	4	12	6.39	0.00031	0.0014	14.4	3.55	43
path:hsa04723	Retrograde endocannabinoid signaling	148	7	4.25	4.24	0.0012	0.0045	4.76	1.81	10.6
path:hsa00630	Glyoxylate and dicarboxylate metabolism	28	3	9.62	4.85	0.0036	0.012	11	2.09	37.5
path:hsa00030	Pentose phosphate pathway	30	3	8.98	4.65	0.0043	0.013	10.2	1.94	34.4
path:hsa00071	Fatty acid degradation	44	3	6.12	3.62	0.013	0.033	6.72	1.3	21.9
