name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
path:hsa04540	Gap junction	88	18	2.59	4.4	0.00014	0.014	3.07	1.71	5.27
path:hsa04727	GABAergic synapse	88	18	2.59	4.4	0.00014	0.014	3.07	1.71	5.27
path:hsa04724	Glutamatergic synapse	114	21	2.34	4.21	0.00019	0.014	2.7	1.59	4.42
path:hsa04728	Dopaminergic synapse	130	22	2.15	3.86	0.00047	0.026	2.44	1.45	3.93
path:hsa05032	Morphine addiction	91	17	2.37	3.85	0.00064	0.029	2.74	1.5	4.73
path:hsa04713	Circadian entrainment	96	17	2.25	3.6	0.0012	0.045	2.56	1.41	4.41
path:hsa04730	Long-term depression	60	12	2.54	3.5	0.0021	0.046	2.96	1.42	5.71
path:hsa05210	Colorectal cancer	60	12	2.54	3.5	0.0021	0.046	2.96	1.42	5.71
path:hsa04919	Thyroid hormone signaling pathway	116	19	2.08	3.42	0.0017	0.046	2.34	1.34	3.89
path:hsa04722	Neurotrophin signaling pathway	119	19	2.02	3.3	0.0023	0.046	2.26	1.3	3.76
path:hsa05200	Pathways in cancer	395	48	1.54	3.24	0.0015	0.046	1.68	1.2	2.31
