name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	10	4	21.2	8.86	2.4e-05	0.002	35.3	7.27	150
R-HSA-379724	tRNA Aminoacylation	35	6	9.08	6.64	4.3e-05	0.002	11.1	3.71	27.6
R-HSA-72163	mRNA Splicing - Major Pathway	183	13	3.76	5.23	4.2e-05	0.002	4.19	2.15	7.55
R-HSA-8953854	Metabolism of RNA	646	28	2.3	4.72	2.9e-05	0.002	2.59	1.66	3.92
R-HSA-379716	Cytosolic tRNA aminoacylation	24	5	11	6.83	7.2e-05	0.0022	14	4.04	39.3
R-HSA-72172	mRNA Splicing	191	13	3.61	5.04	6.5e-05	0.0022	4	2.05	7.2
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	243	14	3.05	4.49	2e-04	0.0053	3.35	1.77	5.89
R-HSA-3371556	Cellular response to heat stress	88	8	4.82	4.99	0.00025	0.0057	5.38	2.21	11.3
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	42	5	6.31	4.78	0.0011	0.021	7.18	2.18	18.6
R-HSA-390466	Chaperonin-mediated protein folding	43	5	6.16	4.7	0.0012	0.021	6.99	2.12	18.1
R-HSA-391251	Protein folding	43	5	6.16	4.7	0.0012	0.021	6.99	2.12	18.1
R-HSA-174490	Membrane binding and targetting of GAG proteins	14	3	11.4	5.38	0.0021	0.025	14.4	2.55	55
R-HSA-174495	Synthesis And Processing Of GAG, GAGPOL Polyproteins	14	3	11.4	5.38	0.0021	0.025	14.4	2.55	55
R-HSA-3371568	Attenuation phase	14	3	11.4	5.38	0.0021	0.025	14.4	2.55	55
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	68	6	4.67	4.22	0.0017	0.025	5.16	1.8	12.1
R-HSA-399954	Sema3A PAK dependent Axon repulsion	15	3	10.6	5.16	0.0025	0.027	13.2	2.37	49.4
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	182	10	2.91	3.61	0.0023	0.027	3.13	1.45	6.04
R-HSA-392499	Metabolism of proteins	1907	52	1.44	2.99	0.0027	0.027	1.63	1.16	2.27
R-HSA-175474	Assembly Of The HIV Virion	16	3	9.93	4.96	0.0031	0.028	12.2	2.2	44.8
R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	33	4	6.42	4.33	0.0033	0.028	7.3	1.85	21.1
R-HSA-2514856	The phototransduction cascade	34	4	6.23	4.24	0.0037	0.028	7.05	1.79	20.3
R-HSA-162587	HIV Life Cycle	101	7	3.67	3.74	0.003	0.028	3.98	1.54	8.69
R-HSA-8868773	rRNA processing in the nucleus and cytosol	191	10	2.77	3.43	0.0033	0.028	2.98	1.38	5.73
R-HSA-72766	Translation	258	12	2.46	3.3	0.0036	0.028	2.64	1.32	4.81
R-HSA-72312	rRNA processing	201	10	2.64	3.25	0.0048	0.035	2.82	1.31	5.42
R-HSA-162599	Late Phase of HIV Life Cycle	88	6	3.61	3.41	0.0063	0.045	3.89	1.37	9.01
