name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-3371568	Attenuation phase	14	4	35.8	11.7	3.6e-06	0.00036	52	11.7	185
R-HSA-3371571	HSF1-dependent transactivation	24	4	20.9	8.74	3.6e-05	0.001	26	6.32	80.3
R-HSA-429914	Deadenylation-dependent mRNA decay	55	5	11.4	6.93	7.3e-05	0.001	13.2	3.98	34.2
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR)	56	5	11.2	6.85	8e-05	0.001	12.9	3.91	33.5
R-HSA-5389840	Mitochondrial translation elongation	84	6	8.94	6.56	5.3e-05	0.001	10.2	3.53	24.4
R-HSA-5419276	Mitochondrial translation termination	86	6	8.73	6.46	6.1e-05	0.001	9.98	3.45	23.7
R-HSA-5368287	Mitochondrial translation	87	6	8.63	6.42	6.5e-05	0.001	9.85	3.41	23.4
R-HSA-3371556	Cellular response to heat stress	88	6	8.53	6.37	6.9e-05	0.001	9.74	3.37	23.1
R-HSA-3371453	Regulation of HSF1-mediated heat shock response	68	5	9.2	6.09	2e-04	0.0022	10.4	3.19	26.7
R-HSA-392499	Metabolism of proteins	1907	29	1.9	3.93	0.00022	0.0022	2.44	1.49	3.93
R-HSA-2262752	Cellular responses to stress	425	11	3.24	4.23	0.00053	0.0044	3.66	1.74	7.04
R-HSA-8953897	Cellular responses to external stimuli	493	12	3.05	4.18	5e-04	0.0044	3.47	1.7	6.51
R-HSA-5620924	Intraflagellar transport	54	4	9.27	5.47	0.00088	0.0063	10.4	2.66	29.4
R-HSA-381119	Unfolded Protein Response (UPR)	93	5	6.73	4.98	0.00086	0.0063	7.45	2.3	18.8
R-HSA-5617833	Cilium Assembly	201	7	4.36	4.32	0.0011	0.0073	4.81	1.84	10.6
R-HSA-3214858	RMTs methylate histone arginines	79	4	6.34	4.27	0.0036	0.023	6.91	1.79	19.2
R-HSA-157579	Telomere Maintenance	81	4	6.18	4.2	0.0039	0.023	6.73	1.75	18.6
R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	86	4	5.82	4.03	0.0049	0.025	6.32	1.64	17.5
R-HSA-72766	Translation	258	7	3.4	3.5	0.0045	0.025	3.7	1.42	8.12
R-HSA-8953854	Metabolism of RNA	646	12	2.33	3.12	0.005	0.025	2.59	1.27	4.85
R-HSA-1852241	Organelle biogenesis and maintenance	269	7	3.26	3.37	0.0056	0.027	3.54	1.36	7.77
R-HSA-3214815	HDACs deacetylate histones	94	4	5.33	3.78	0.0067	0.03	5.75	1.5	15.8
R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	96	4	5.22	3.72	0.0072	0.031	5.63	1.46	15.5
R-HSA-171306	Packaging Of Telomere Ends	51	3	7.36	4.09	0.0078	0.032	8.02	1.56	25.7
R-HSA-3247509	Chromatin modifying enzymes	227	6	3.31	3.16	0.0095	0.036	3.56	1.25	8.25
R-HSA-4839726	Chromatin organization	227	6	3.31	3.16	0.0095	0.036	3.56	1.25	8.25
R-HSA-381070	IRE1alpha activates chaperones	59	3	6.36	3.71	0.012	0.041	6.87	1.35	21.9
R-HSA-73886	Chromosome Maintenance	109	4	4.59	3.38	0.011	0.041	4.92	1.28	13.5
R-HSA-427413	NoRC negatively regulates rRNA expression	60	3	6.26	3.67	0.012	0.042	6.75	1.32	21.5
R-HSA-427359	SIRT1 negatively regulates rRNA expression	62	3	6.06	3.58	0.013	0.043	6.52	1.28	20.7
R-HSA-73728	RNA Polymerase I Promoter Opening	62	3	6.06	3.58	0.013	0.043	6.52	1.28	20.7
R-HSA-5250941	Negative epigenetic regulation of rRNA expression	63	3	5.96	3.54	0.014	0.043	6.41	1.26	20.3
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	66	3	5.69	3.43	0.016	0.047	6.1	1.2	19.3
