name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
HP:0001268	Mental deterioration	214	23	3.28	6.33	2.2e-07	0.00014	4.19	2.47	6.86
HP:0100022	Abnormality of movement	1159	65	1.71	5.45	1.2e-07	0.00014	2.73	1.85	4.06
HP:0002071	Abnormality of extrapyramidal motor function	178	20	3.43	6.12	7.6e-07	0.00031	4.31	2.45	7.26
HP:0001300	Parkinsonism	73	12	5.02	6.38	2.9e-06	0.00091	6.36	3.02	12.4
HP:0001332	Dystonia	318	26	2.5	5.15	6.9e-06	0.0015	3.1	1.89	4.94
HP:0012639	Abnormality of nervous system morphology	2000	88	1.34	4.3	7.2e-06	0.0015	2.53	1.62	4.07
HP:0002185	Neurofibrillary tangles	11	5	13.9	7.87	1.4e-05	0.0017	25.6	6.08	102
HP:0001288	Gait disturbance	663	41	1.89	4.67	1.2e-05	0.0017	2.47	1.63	3.7
HP:0012443	Abnormality of brain morphology	1687	78	1.41	4.31	1.1e-05	0.0017	2.34	1.55	3.58
HP:0002011	Morphological abnormality of the central nervous system	1825	82	1.37	4.21	1.4e-05	0.0017	2.35	1.54	3.66
HP:0000496	Abnormality of eye movement	1200	61	1.55	4.33	1.9e-05	0.0021	2.24	1.51	3.31
HP:0002063	Rigidity	103	13	3.85	5.41	2.3e-05	0.0023	4.68	2.32	8.76
HP:0011442	Abnormality of central motor function	1241	62	1.52	4.23	2.7e-05	0.0026	2.2	1.49	3.26
HP:0000726	Dementia	140	15	3.27	5.04	3.8e-05	0.0033	3.92	2.06	7.03
HP:0001347	Hyperreflexia	560	35	1.91	4.31	5.7e-05	0.0047	2.39	1.54	3.64
HP:0002171	Gliosis	120	13	3.31	4.73	0.00012	0.0089	3.91	1.95	7.28
HP:0002167	Neurological speech impairment	785	43	1.67	3.93	0.00015	0.011	2.13	1.42	3.19
HP:0100314	Cerebral inclusion bodies	19	5	8.03	5.66	0.00028	0.019	11	3.03	32.9
HP:0001260	Dysarthria	373	25	2.05	3.93	0.00031	0.019	2.43	1.47	3.88
HP:0011446	Abnormality of higher mental function	1451	66	1.39	3.55	3e-04	0.019	1.95	1.32	2.91
HP:0004305	Involuntary movements	664	37	1.7	3.69	0.00039	0.023	2.09	1.36	3.17
HP:0012373	Abnormal eye physiology	1647	72	1.33	3.43	0.00042	0.024	1.93	1.3	2.91
HP:0007256	Abnormal pyramidal signs	296	21	2.17	3.86	0.00047	0.025	2.53	1.47	4.18
HP:0000020	Urinary incontinence	59	8	4.14	4.47	0.00057	0.029	4.9	1.96	10.7
HP:0002529	Neuronal loss in central nervous system	60	8	4.07	4.41	0.00064	0.032	4.8	1.92	10.5
HP:0100705	Abnormality of the glial cells	144	13	2.76	3.96	0.00071	0.034	3.17	1.59	5.86
HP:0002310	Orofacial dyskinesia	14	4	8.72	5.33	0.00085	0.039	12.2	2.74	43
HP:0011804	Abnormality of muscle physiology	1558	68	1.33	3.24	0.00088	0.039	1.85	1.25	2.76
HP:0002186	Apraxia	131	12	2.8	3.86	0.001	0.043	3.21	1.56	6.05
HP:0000276	Long face	169	14	2.53	3.75	0.0011	0.043	2.9	1.49	5.24
