name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-392499	Metabolism of proteins	1907	716	1.23	7.42	1.6e-13	1.9e-10	1.48	1.33	1.65
R-HSA-8953854	Metabolism of RNA	646	273	1.39	6.71	4.3e-11	2.6e-08	1.73	1.47	2.04
R-HSA-597592	Post-translational protein modification	1353	514	1.25	6.42	1.6e-10	6.4e-08	1.48	1.31	1.66
R-HSA-5653656	Vesicle-mediated transport	631	264	1.37	6.38	3.2e-10	9.6e-08	1.7	1.44	2.01
R-HSA-199991	Membrane Trafficking	599	251	1.37	6.25	7.6e-10	1.8e-07	1.7	1.43	2.02
R-HSA-9006925	Intracellular signaling by second messengers	282	134	1.56	6.29	9.4e-10	1.9e-07	2.11	1.65	2.7
R-HSA-72766	Translation	258	124	1.58	6.2	1.7e-09	2.5e-07	2.15	1.67	2.78
R-HSA-5663205	Infectious disease	326	150	1.51	6.18	1.6e-09	2.5e-07	1.99	1.58	2.5
R-HSA-1257604	PIP3 activates AKT signaling	254	122	1.57	6.14	2.4e-09	3.2e-07	2.15	1.66	2.78
R-HSA-6807070	PTEN Regulation	140	76	1.78	6.15	3.4e-09	4.1e-07	2.75	1.94	3.91
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	80	49	2.01	5.99	1.2e-08	1.3e-06	3.64	2.27	5.92
R-HSA-5607764	CLEC7A (Dectin-1) signaling	96	56	1.91	5.95	1.3e-08	1.3e-06	3.23	2.11	4.98
R-HSA-8953897	Cellular responses to external stimuli	493	205	1.36	5.48	6.1e-08	5.7e-06	1.67	1.38	2.01
R-HSA-1169091	Activation of NF-kappaB in B cells	66	41	2.04	5.6	1e-07	8.4e-06	3.77	2.24	6.48
R-HSA-162906	HIV Infection	184	90	1.6	5.47	1e-07	8.4e-06	2.22	1.64	3
R-HSA-5687128	MAPK6/MAPK4 signaling	89	51	1.88	5.51	1.3e-07	9.8e-06	3.09	1.99	4.85
R-HSA-446203	Asparagine N-linked glycosylation	299	133	1.46	5.33	1.7e-07	1.1e-05	1.86	1.46	2.36
R-HSA-5663202	Diseases of signal transduction	359	155	1.42	5.31	1.7e-07	1.1e-05	1.77	1.42	2.2
R-HSA-983169	Class I MHC mediated antigen processing & presentation	365	157	1.41	5.28	1.9e-07	1.2e-05	1.76	1.41	2.18
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	81	47	1.9	5.4	2.4e-07	1.4e-05	3.18	2	5.11
R-HSA-453274	Mitotic G2-G2/M phases	197	94	1.56	5.3	2.4e-07	1.4e-05	2.11	1.57	2.83
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	59	37	2.06	5.39	3.1e-07	1.5e-05	3.86	2.22	6.89
R-HSA-69275	G2/M Transition	195	93	1.56	5.26	2.8e-07	1.5e-05	2.11	1.57	2.83
R-HSA-5683057	MAPK family signaling cascades	288	128	1.46	5.21	3e-07	1.5e-05	1.86	1.45	2.37
R-HSA-69615	G1/S DNA Damage Checkpoints	68	41	1.98	5.35	3.4e-07	1.6e-05	3.49	2.09	5.91
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	310	136	1.44	5.19	3.2e-07	1.6e-05	1.82	1.43	2.3
R-HSA-350562	Regulation of ornithine decarboxylase (ODC)	51	33	2.12	5.32	4.7e-07	2.1e-05	4.21	2.3	7.95
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	60	37	2.02	5.26	5.7e-07	2.4e-05	3.7	2.13	6.53
R-HSA-195253	Degradation of beta-catenin by the destruction complex	81	46	1.86	5.16	7.6e-07	3.1e-05	3.02	1.9	4.85
R-HSA-3371556	Cellular response to heat stress	88	49	1.83	5.15	7.5e-07	3.1e-05	2.89	1.86	4.53
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	52	33	2.08	5.17	9e-07	3.3e-05	3.99	2.2	7.43
R-HSA-69610	p53-Independent DNA Damage Response	52	33	2.08	5.17	9e-07	3.3e-05	3.99	2.2	7.43
R-HSA-69613	p53-Independent G1/S DNA damage checkpoint	52	33	2.08	5.17	9e-07	3.3e-05	3.99	2.2	7.43
R-HSA-1643685	Disease	984	367	1.22	4.87	9.8e-07	3.5e-05	1.4	1.22	1.61
R-HSA-69202	Cyclin E associated events during G1/S transition 	82	46	1.84	5.05	1.2e-06	4.1e-05	2.94	1.85	4.69
R-HSA-2262752	Cellular responses to stress	425	175	1.35	4.88	1.2e-06	4.1e-05	1.63	1.33	2
R-HSA-69563	p53-Dependent G1 DNA Damage Response	66	39	1.94	5.06	1.3e-06	4.3e-05	3.32	1.98	5.65
R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	66	39	1.94	5.06	1.3e-06	4.3e-05	3.32	1.98	5.65
R-HSA-69229	Ubiquitin-dependent degradation of Cyclin D1	51	32	2.06	5.01	1.9e-06	5.8e-05	3.87	2.12	7.23
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	51	32	2.06	5.01	1.9e-06	5.8e-05	3.87	2.12	7.23
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	60	36	1.97	4.98	2.1e-06	5.9e-05	3.44	2	6.05
