name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
path:hsa04911	Insulin secretion	85	10	4.89	5.66	3.3e-05	0.0052	5.69	2.57	11.3
path:hsa04971	Gastric acid secretion	75	9	4.98	5.45	7e-05	0.0055	5.79	2.49	12
path:hsa04961	Endocrine and other factor-regulated calcium reabsorption	47	7	6.18	5.6	0.00012	0.0061	7.37	2.74	17
path:hsa05031	Amphetamine addiction	68	8	4.89	5.06	0.00021	0.0081	5.63	2.29	12.1
path:hsa04260	Cardiac muscle contraction	78	8	4.26	4.55	0.00053	0.015	4.82	1.97	10.3
path:hsa04066	HIF-1 signaling pathway	99	9	3.78	4.37	0.00059	0.015	4.23	1.84	8.61
path:hsa04261	Adrenergic signaling in cardiomyocytes	144	11	3.17	4.14	0.00066	0.015	3.52	1.68	6.7
path:hsa00010	Glycolysis / Gluconeogenesis	67	7	4.34	4.31	0.0011	0.019	4.9	1.86	11
path:hsa04921	Oxytocin signaling pathway	152	11	3.01	3.93	0.001	0.019	3.32	1.59	6.3
path:hsa05414	Dilated cardiomyopathy	89	8	3.73	4.08	0.0013	0.02	4.16	1.71	8.8
path:hsa05221	Acute myeloid leukemia	55	6	4.53	4.13	0.0019	0.022	5.11	1.76	12.2
path:hsa04976	Bile secretion	71	7	4.09	4.12	0.0015	0.022	4.59	1.74	10.2
path:hsa04918	Thyroid hormone synthesis	74	7	3.93	3.98	0.0019	0.022	4.38	1.67	9.75
path:hsa01522	Endocrine resistance	95	8	3.5	3.85	0.002	0.022	3.87	1.59	8.16
path:hsa04024	cAMP signaling pathway	198	12	2.52	3.4	0.0028	0.03	2.74	1.36	5.06
path:hsa04925	Aldosterone synthesis and secretion	82	7	3.54	3.64	0.0034	0.032	3.91	1.49	8.65
path:hsa04010	MAPK signaling pathway	255	14	2.28	3.27	0.0032	0.032	2.48	1.31	4.38
path:hsa04962	Vasopressin-regulated water reabsorption	44	5	4.72	3.89	0.0039	0.034	5.33	1.62	13.8
path:hsa05131	Shigellosis	65	6	3.83	3.61	0.0045	0.036	4.24	1.47	10
path:hsa04012	ErbB signaling pathway	86	7	3.38	3.49	0.0045	0.036	3.71	1.42	8.19
path:hsa05030	Cocaine addiction	49	5	4.24	3.57	0.0062	0.041	4.72	1.44	12.1
path:hsa05120	Epithelial cell signaling in Helicobacter pylori infection	68	6	3.66	3.47	0.0057	0.041	4.03	1.4	9.49
path:hsa04970	Salivary secretion	90	7	3.23	3.35	0.0058	0.041	3.53	1.35	7.77
path:hsa04912	GnRH signaling pathway	92	7	3.16	3.28	0.0065	0.041	3.44	1.32	7.58
path:hsa05200	Pathways in cancer	395	18	1.89	2.87	0.0065	0.041	2.05	1.17	3.41
path:hsa04978	Mineral absorption	51	5	4.07	3.46	0.0073	0.044	4.51	1.38	11.5
path:hsa04722	Neurotrophin signaling pathway	119	8	2.79	3.1	0.0078	0.044	3.02	1.25	6.31
path:hsa04530	Tight junction	170	10	2.44	2.99	0.0077	0.044	2.63	1.21	5.11
path:hsa05164	Influenza A	173	10	2.4	2.93	0.0087	0.047	2.58	1.19	5.01
