name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
path:hsa04070	Phosphatidylinositol signaling system	97	24	3.03	6.01	5.5e-07	0.00012	3.82	2.29	6.2
path:hsa04150	mTOR signaling pathway	150	27	2.21	4.45	6.5e-05	0.0069	2.55	1.6	3.93
path:hsa00562	Inositol phosphate metabolism	71	16	2.76	4.45	0.00014	0.0076	3.34	1.78	5.97
path:hsa04910	Insulin signaling pathway	138	25	2.22	4.32	0.00011	0.0076	2.56	1.58	4.02
path:hsa05210	Colorectal cancer	60	14	2.86	4.31	0.00025	0.011	3.49	1.76	6.51
path:hsa05230	Central carbon metabolism in cancer	65	14	2.64	3.96	6e-04	0.019	3.15	1.6	5.82
path:hsa04914	Progesterone-mediated oocyte maturation	96	18	2.3	3.82	0.00064	0.019	2.65	1.48	4.51
path:hsa04930	Type II diabetes mellitus	46	11	2.93	3.92	0.00092	0.022	3.59	1.63	7.28
path:hsa04360	Axon guidance	175	27	1.89	3.56	0.00087	0.022	2.11	1.33	3.23
path:hsa05213	Endometrial cancer	50	11	2.7	3.59	0.0019	0.04	3.22	1.48	6.46
path:hsa05231	Choline metabolism in cancer	99	17	2.1	3.3	0.0024	0.047	2.38	1.31	4.08
