name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
MP:0002828	abnormal renal glomerular capsule morphology	124	17	4.87	7.39	6e-08	0.00011	5.8	3.21	9.92
MP:0005503	abnormal tendon morphology	37	8	7.69	6.93	6.7e-06	0.0012	9.79	3.83	22.2
MP:0000530	abnormal kidney blood vessel morphology	92	13	5.02	6.6	1.6e-06	0.0012	5.93	2.98	10.9
MP:0011320	abnormal glomerular capillary morphology	61	10	5.83	6.44	6.6e-06	0.0012	7	3.13	14.2
MP:0003985	renal fibrosis	86	12	4.96	6.28	4.6e-06	0.0012	5.82	2.84	11
MP:0002989	small kidney	243	21	3.07	5.57	4.6e-06	0.0012	3.47	2.07	5.55
MP:0011655	abnormal systemic artery morphology	268	22	2.92	5.42	6.2e-06	0.0012	3.28	1.98	5.2
MP:0002706	abnormal kidney size	347	26	2.66	5.37	4.7e-06	0.0012	3	1.89	4.58
MP:0001614	abnormal blood vessel morphology	1178	60	1.81	5.07	2.3e-06	0.0012	2.11	1.54	2.85
MP:0005502	abnormal renal/urinary system physiology	708	41	2.06	4.99	6.4e-06	0.0012	2.33	1.61	3.3
MP:0005367	renal/urinary system phenotype	1190	59	1.76	4.79	6.8e-06	0.0012	2.04	1.49	2.75
MP:0011310	abnormal kidney capillary morphology	63	10	5.64	6.29	9e-06	0.0014	6.74	3.02	13.6
MP:0005275	abnormal skin tensile strength	29	7	8.58	6.96	1.2e-05	0.0016	11.3	4.03	27.6
MP:0013208	abnormal cilium physiology	40	8	7.11	6.59	1.2e-05	0.0016	8.87	3.5	19.9
MP:0000249	abnormal blood vessel physiology	410	28	2.43	5.03	1.2e-05	0.0016	2.72	1.74	4.09
MP:0006315	abnormal urine protein level	183	17	3.3	5.35	1.5e-05	0.0017	3.71	2.08	6.25
MP:0000923	abnormal roof plate morphology	13	5	13.7	7.78	1.8e-05	0.0018	22	5.61	76.8
MP:0002962	increased urine protein level	167	16	3.41	5.34	1.8e-05	0.0018	3.83	2.1	6.56
