name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-428643	Organic anion transporters	10	3	22.6	7.92	0.00026	0.024	32.5	5.36	144
R-HSA-209776	Amine-derived hormones	18	3	12.5	5.69	0.0016	0.035	15.2	2.78	54.4
R-HSA-2428928	IRS-related events triggered by IGF1R	46	4	6.55	4.37	0.0032	0.035	7.26	1.86	20.4
R-HSA-2428924	IGF1R signaling cascade	47	4	6.41	4.31	0.0034	0.035	7.09	1.82	19.9
R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	48	4	6.27	4.25	0.0037	0.035	6.93	1.78	19.4
R-HSA-74751	Insulin receptor signalling cascade	48	4	6.27	4.25	0.0037	0.035	6.93	1.78	19.4
R-HSA-74752	Signaling by Insulin receptor	72	5	5.23	4.18	0.0026	0.035	5.72	1.77	14.4
R-HSA-375276	Peptide ligand-binding receptors	187	8	3.22	3.56	0.0034	0.035	3.47	1.44	7.19
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	320	11	2.59	3.35	0.0035	0.035	2.79	1.34	5.24
R-HSA-500792	GPCR ligand binding	419	13	2.34	3.24	0.0037	0.035	2.53	1.3	4.54
