name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-500792	GPCR ligand binding	419	54	3.33	9.79	2.5e-15	7.5e-13	4.11	2.97	5.61
R-HSA-112316	Neuronal System	356	48	3.49	9.59	1.8e-14	2.7e-12	4.28	3.03	5.95
R-HSA-375276	Peptide ligand-binding receptors	187	33	4.57	9.87	1.5e-13	1.1e-11	5.73	3.75	8.54
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	320	44	3.56	9.32	1.2e-13	1.1e-11	4.34	3.03	6.11
R-HSA-8875878	MET promotes cell motility	41	12	7.57	8.46	2.7e-08	1.4e-06	10.6	4.88	21.6
R-HSA-416476	G alpha (q) signalling events	207	27	3.37	6.92	2.6e-08	1.4e-06	3.93	2.49	6.01
R-HSA-418594	G alpha (i) signalling events	362	37	2.64	6.39	5.3e-08	2.3e-06	3.02	2.06	4.34
R-HSA-8874081	MET activates PTK2 signaling	30	10	8.62	8.39	1e-07	3.8e-06	12.7	5.28	28.7
R-HSA-1296071	Potassium Channels	99	16	4.18	6.38	1.1e-06	3.7e-05	4.96	2.68	8.64
R-HSA-6806834	Signaling by MET	79	14	4.59	6.41	1.7e-06	4.4e-05	5.52	2.83	10
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	154	20	3.36	5.92	1.8e-06	4.4e-05	3.86	2.26	6.29
R-HSA-112315	Transmission across Chemical Synapses	224	25	2.89	5.73	1.7e-06	4.4e-05	3.27	2.04	5.05
R-HSA-372790	Signaling by GPCR	1118	74	1.71	5.07	1.9e-06	4.4e-05	1.94	1.48	2.53
R-HSA-977443	GABA receptor activation	55	11	5.17	6.22	6.4e-06	0.00013	6.37	2.94	12.7
R-HSA-388396	GPCR downstream signalling	1091	71	1.68	4.8	5.8e-06	0.00013	1.9	1.43	2.48
R-HSA-202040	G-protein activation	28	8	7.39	6.79	7.3e-06	0.00014	10.1	3.83	24.2
R-HSA-418597	G alpha (z) signalling events	30	8	6.9	6.49	1.3e-05	0.00022	9.21	3.52	21.6
R-HSA-6794362	Protein-protein interactions at synapses	70	12	4.44	5.78	1.3e-05	0.00022	5.28	2.56	10
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	23	7	7.87	6.62	1.7e-05	0.00028	11.1	3.82	28.6
R-HSA-111885	Opioid Signalling	74	12	4.2	5.53	2.3e-05	0.00036	4.94	2.4	9.35
R-HSA-375280	Amine ligand-binding receptors	42	9	5.54	5.92	2.5e-05	0.00037	6.92	2.89	14.9
R-HSA-1296072	Voltage gated Potassium channels	43	9	5.42	5.82	3.1e-05	0.00043	6.71	2.81	14.4
R-HSA-8948216	Collagen chain trimerization	44	9	5.29	5.72	3.7e-05	5e-04	6.52	2.74	14
R-HSA-3000178	ECM proteoglycans	50	9	4.66	5.2	0.00011	0.0014	5.56	2.36	11.7
R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	487	36	1.91	4.14	0.00013	0.0016	2.09	1.42	2.99
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	22	6	7.06	5.7	0.00014	0.0017	9.45	3.01	25.6
R-HSA-1474244	Extracellular matrix organization	278	24	2.23	4.18	0.00019	0.0022	2.44	1.51	3.77
R-HSA-163359	Glucagon signaling in metabolic regulation	33	7	5.49	5.18	0.00022	0.0023	6.8	2.48	16.2
R-HSA-4086398	Ca2+ pathway	55	9	4.23	4.82	0.00023	0.0023	4.96	2.12	10.3
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	67	10	3.86	4.71	0.00023	0.0023	4.45	2.01	8.88
R-HSA-1296041	Activation of G protein gated Potassium channels	25	6	6.21	5.23	3e-04	0.0028	7.96	2.59	20.9
R-HSA-1296059	G protein gated Potassium channels	25	6	6.21	5.23	3e-04	0.0028	7.96	2.59	20.9
R-HSA-997272	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	25	6	6.21	5.23	3e-04	0.0028	7.96	2.59	20.9
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	36	7	5.03	4.86	0.00039	0.0035	6.09	2.24	14.3
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	19	5	6.81	5.08	0.00062	0.0053	8.98	2.52	26.6
R-HSA-977444	GABA B receptor activation	39	7	4.64	4.57	0.00064	0.0053	5.52	2.04	12.8
R-HSA-991365	Activation of GABAB receptors	39	7	4.64	4.57	0.00064	0.0053	5.52	2.04	12.8
R-HSA-1474290	Collagen formation	90	11	3.16	4.13	0.00067	0.0054	3.53	1.68	6.75
R-HSA-388844	Receptor-type tyrosine-protein phosphatases	20	5	6.47	4.91	0.00081	0.0059	8.38	2.37	24.4
R-HSA-418217	G beta:gamma signalling through PLC beta	20	5	6.47	4.91	0.00081	0.0059	8.38	2.37	24.4
R-HSA-1442490	Collagen degradation	52	8	3.98	4.32	0.00078	0.0059	4.6	1.86	9.96
R-HSA-76002	Platelet activation, signaling and aggregation	271	22	2.1	3.68	0.00081	0.0059	2.27	1.38	3.57
R-HSA-390666	Serotonin receptors	12	4	8.62	5.3	0.00085	0.006	12.5	2.75	47
R-HSA-419037	NCAM1 interactions	21	5	6.16	4.75	0.001	0.0069	7.86	2.24	22.6
R-HSA-500657	Presynaptic function of Kainate receptors	21	5	6.16	4.75	0.001	0.0069	7.86	2.24	22.6
R-HSA-1296065	Inwardly rectifying K+ channels	31	6	5.01	4.48	0.001	0.0069	6.04	2.02	15.2
R-HSA-216083	Integrin cell surface interactions	81	10	3.19	3.98	0.0011	0.007	3.57	1.63	7.03
R-HSA-418457	cGMP effects	13	4	7.96	5.04	0.0012	0.0073	11.2	2.5	40.2
R-HSA-977441	GABA A receptor activation	13	4	7.96	5.04	0.0012	0.0073	11.2	2.5	40.2
R-HSA-392518	Signal amplification	32	6	4.85	4.38	0.0012	0.0073	5.81	1.94	14.5
R-HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)	32	6	4.85	4.38	0.0012	0.0073	5.81	1.94	14.5
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	43	7	4.21	4.23	0.0012	0.0073	4.9	1.83	11.3
R-HSA-420092	Glucagon-type ligand receptors	33	6	4.7	4.27	0.0015	0.0084	5.6	1.88	13.9
R-HSA-428930	Thromboxane signalling through TP receptor	23	5	5.62	4.45	0.0016	0.009	6.98	2.02	19.6
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	25	5	5.17	4.19	0.0024	0.012	6.28	1.83	17.4
