name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-112316	Neuronal System	356	24	5.08	9.08	3.7e-11	3.8e-09	6.33	3.84	10.1
R-HSA-112315	Transmission across Chemical Synapses	224	16	5.38	7.69	4.1e-08	2.1e-06	6.36	3.45	11
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	154	12	5.87	7.06	8.8e-07	3e-05	6.8	3.34	12.7
R-HSA-168799	Neurotoxicity of clostridium toxins	10	3	22.6	7.92	0.00026	0.0037	32.5	5.36	144
R-HSA-442755	Activation of NMDA receptor and postsynaptic events	41	5	9.18	6.09	2e-04	0.0037	10.7	3.22	27.9
R-HSA-375280	Amine ligand-binding receptors	42	5	8.96	6	0.00022	0.0037	10.4	3.13	27.1
R-HSA-1296072	Voltage gated Potassium channels	43	5	8.75	5.91	0.00025	0.0037	10.1	3.06	26.3
R-HSA-1296071	Potassium Channels	99	7	5.32	5.02	0.00034	0.0043	5.91	2.27	13
R-HSA-977443	GABA receptor activation	55	5	6.84	5.04	0.00078	0.0089	7.68	2.35	19.6
R-HSA-418990	Adherens junctions interactions	33	4	9.13	5.42	9e-04	0.0092	10.5	2.65	30.6
R-HSA-438066	Unblocking of NMDA receptor, glutamate binding and activation	17	3	13.3	5.88	0.0014	0.01	16.2	2.96	59.1
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	36	4	8.37	5.14	0.0013	0.01	9.53	2.41	27.5
R-HSA-438064	Post NMDA receptor activation events	37	4	8.14	5.05	0.0014	0.01	9.25	2.35	26.5
R-HSA-500792	GPCR ligand binding	419	14	2.52	3.68	0.0013	0.01	2.75	1.45	4.85
R-HSA-422356	Regulation of insulin secretion	66	5	5.7	4.45	0.0018	0.012	6.28	1.94	15.9
R-HSA-421270	Cell-cell junction organization	43	4	7	4.58	0.0025	0.014	7.82	2	22.1
R-HSA-446728	Cell junction organization	70	5	5.38	4.26	0.0023	0.014	5.9	1.82	14.8
R-HSA-5576891	Cardiac conduction	139	7	3.79	3.84	0.0025	0.014	4.1	1.59	8.94
R-HSA-5576892	Phase 0 - rapid depolarisation	46	4	6.55	4.37	0.0032	0.017	7.26	1.86	20.4
R-HSA-418346	Platelet homeostasis	79	5	4.76	3.9	0.0039	0.02	5.18	1.61	12.9
R-HSA-373755	Semaphorin interactions	52	4	5.79	4.02	0.0049	0.024	6.35	1.64	17.7
R-HSA-418360	Platelet calcium homeostasis	27	3	8.37	4.45	0.0053	0.025	9.47	1.8	31.8
R-HSA-5578775	Ion homeostasis	54	4	5.58	3.91	0.0056	0.025	6.09	1.57	17
R-HSA-8874081	MET activates PTK2 signaling	30	3	7.53	4.15	0.0072	0.028	8.42	1.61	27.9
R-HSA-399719	Trafficking of AMPA receptors	31	3	7.29	4.07	0.0078	0.028	8.11	1.56	26.8
R-HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	31	3	7.29	4.07	0.0078	0.028	8.11	1.56	26.8
R-HSA-5339562	Uptake and actions of bacterial toxins	31	3	7.29	4.07	0.0078	0.028	8.11	1.56	26.8
R-HSA-1500931	Cell-Cell communication	92	5	4.09	3.46	0.0075	0.028	4.4	1.37	10.9
R-HSA-163685	Integration of energy metabolism	92	5	4.09	3.46	0.0075	0.028	4.4	1.37	10.9
R-HSA-451326	Activation of kainate receptors upon glutamate binding	32	3	7.06	3.98	0.0086	0.029	7.83	1.51	25.8
R-HSA-418594	G alpha (i) signalling events	362	11	2.29	2.9	0.0087	0.029	2.45	1.18	4.59
R-HSA-163359	Glucagon signaling in metabolic regulation	33	3	6.84	3.9	0.0093	0.03	7.57	1.46	24.8
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	38	3	5.94	3.54	0.014	0.042	6.49	1.26	21
R-HSA-977444	GABA B receptor activation	39	3	5.79	3.48	0.015	0.042	6.31	1.23	20.4
R-HSA-991365	Activation of GABAB receptors	39	3	5.79	3.48	0.015	0.042	6.31	1.23	20.4
R-HSA-6794362	Protein-protein interactions at synapses	70	4	4.3	3.22	0.014	0.042	4.61	1.2	12.7
R-HSA-8875878	MET promotes cell motility	41	3	5.51	3.36	0.017	0.047	5.97	1.17	19.2
R-HSA-397014	Muscle contraction	201	7	2.62	2.69	0.018	0.047	2.77	1.08	5.99
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	43	3	5.25	3.24	0.019	0.05	5.67	1.11	18.2
