name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-77387	Insulin receptor recycling	26	4	14	7	0.00017	0.012	16.9	4.17	51
R-HSA-917977	Transferrin endocytosis and recycling	31	4	11.7	6.31	0.00035	0.012	13.8	3.45	40.5
R-HSA-1222556	ROS, RNS production in phagocytes	32	4	11.4	6.2	0.00039	0.012	13.3	3.33	39
R-HSA-72312	rRNA processing	201	9	4.08	4.64	0.00036	0.012	4.51	1.97	9.07
R-HSA-199991	Membrane Trafficking	599	17	2.58	4.21	0.00027	0.012	2.93	1.62	4.98
R-HSA-5653656	Vesicle-mediated transport	631	17	2.45	3.97	0.00049	0.013	2.77	1.54	4.71
R-HSA-392851	Prostacyclin signalling through prostacyclin receptor	19	3	14.4	6.15	0.0011	0.02	17.3	3.18	61.7
R-HSA-418217	G beta:gamma signalling through PLC beta	20	3	13.7	5.97	0.0013	0.02	16.3	3.01	57.6
R-HSA-111885	Opioid Signalling	74	5	6.15	4.69	0.0013	0.02	6.78	2.09	17.1
R-HSA-8868773	rRNA processing in the nucleus and cytosol	191	8	3.81	4.14	0.0012	0.02	4.16	1.73	8.69
R-HSA-500657	Presynaptic function of Kainate receptors	21	3	13	5.8	0.0015	0.021	15.4	2.86	53.8
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	22	3	12.4	5.65	0.0017	0.021	14.6	2.72	50.6
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	23	3	11.9	5.5	0.0019	0.021	13.8	2.6	47.7
R-HSA-428930	Thromboxane signalling through TP receptor	23	3	11.9	5.5	0.0019	0.021	13.8	2.6	47.7
R-HSA-1296041	Activation of G protein gated Potassium channels	25	3	10.9	5.24	0.0025	0.021	12.6	2.38	42.8
R-HSA-1296059	G protein gated Potassium channels	25	3	10.9	5.24	0.0025	0.021	12.6	2.38	42.8
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	25	3	10.9	5.24	0.0025	0.021	12.6	2.38	42.8
