name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-8953854	Metabolism of RNA	646	17	3.82	6.17	1.2e-06	0.00028	4.84	2.61	8.57
R-HSA-109688	Cleavage of Growing Transcript in the Termination Region 	67	6	13	8.21	6.2e-06	0.00036	15.4	5.25	37.3
R-HSA-73856	RNA Polymerase II Transcription Termination	67	6	13	8.21	6.2e-06	0.00036	15.4	5.25	37.3
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	243	10	5.97	6.54	5.7e-06	0.00036	7.06	3.18	14.1
R-HSA-392499	Metabolism of proteins	1907	29	2.21	4.88	8.8e-06	0.00041	3.11	1.86	5.16
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	10	3	43.5	11.2	3.6e-05	0.00056	64.2	10.5	288
R-HSA-6803529	FGFR2 alternative splicing	26	4	22.3	9.07	2.8e-05	0.00056	27.7	6.75	84.7
R-HSA-162588	Budding and maturation of HIV virion	29	4	20	8.54	4.3e-05	0.00056	24.4	6	73.5
R-HSA-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	30	4	19.3	8.38	4.9e-05	0.00056	23.4	5.78	70.3
R-HSA-9020591	Interleukin-12 signaling	48	5	15.1	8.17	1.8e-05	0.00056	18	5.38	47.4
R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	51	5	14.2	7.89	2.5e-05	0.00056	16.8	5.04	44.1
R-HSA-447115	Interleukin-12 family signaling	58	5	12.5	7.32	4.6e-05	0.00056	14.6	4.4	37.9
R-HSA-72187	mRNA 3'-end processing	58	5	12.5	7.32	4.6e-05	0.00056	14.6	4.4	37.9
R-HSA-72649	Translation initiation complex formation	58	5	12.5	7.32	4.6e-05	0.00056	14.6	4.4	37.9
R-HSA-72702	Ribosomal scanning and start codon recognition	58	5	12.5	7.32	4.6e-05	0.00056	14.6	4.4	37.9
R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	59	5	12.3	7.25	5e-05	0.00056	14.3	4.32	37.1
R-HSA-162599	Late Phase of HIV Life Cycle	88	6	9.89	6.98	3e-05	0.00056	11.4	3.94	27.4
R-HSA-72163	mRNA Splicing - Major Pathway	183	8	6.34	6.08	3.4e-05	0.00056	7.32	2.98	15.7
R-HSA-162906	HIV Infection	184	8	6.31	6.05	3.6e-05	0.00056	7.28	2.96	15.6
R-HSA-72172	mRNA Splicing	191	8	6.08	5.9	4.7e-05	0.00056	6.99	2.85	14.9
R-HSA-8953897	Cellular responses to external stimuli	493	13	3.83	5.36	2.6e-05	0.00056	4.58	2.28	8.54
R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	32	4	18.1	8.09	6.4e-05	0.00063	21.7	5.39	64.8
R-HSA-162587	HIV Life Cycle	101	6	8.62	6.41	6.5e-05	0.00063	9.87	3.41	23.5
R-HSA-72766	Translation	258	9	5.06	5.51	6.4e-05	0.00063	5.84	2.52	12
R-HSA-5663205	Infectious disease	326	10	4.45	5.28	7.2e-05	0.00067	5.16	2.33	10.3
R-HSA-8953750	Transcriptional Regulation by E2F6	35	4	16.6	7.69	9.2e-05	0.00082	19.6	4.9	57.9
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	111	6	7.84	6.04	0.00011	0.00095	8.92	3.09	21.2
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	112	6	7.77	6.01	0.00012	0.00096	8.84	3.06	20.9
R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	39	4	14.9	7.24	0.00014	0.001	17.4	4.37	50.8
R-HSA-5654738	Signaling by FGFR2	73	5	9.94	6.39	0.00014	0.001	11.3	3.45	29.1
R-HSA-159236	Transport of Mature mRNA derived from an Intron-Containing Transcript	74	5	9.81	6.33	0.00015	0.001	11.2	3.4	28.7
R-HSA-927802	Nonsense-Mediated Decay (NMD)	115	6	7.57	5.9	0.00013	0.001	8.59	2.97	20.3
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	115	6	7.57	5.9	0.00013	0.001	8.59	2.97	20.3
R-HSA-72613	Eukaryotic Translation Initiation	119	6	7.32	5.77	0.00016	0.001	8.28	2.87	19.6
R-HSA-72737	Cap-dependent Translation Initiation	119	6	7.32	5.77	0.00016	0.001	8.28	2.87	19.6
R-HSA-2262752	Cellular responses to stress	425	11	3.76	4.84	0.00014	0.001	4.36	2.05	8.48
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	42	4	13.8	6.94	0.00019	0.0012	16	4.04	46.4
R-HSA-390466	Chaperonin-mediated protein folding	43	4	13.5	6.84	0.00021	0.0012	15.6	3.94	45.2
R-HSA-391251	Protein folding	43	4	13.5	6.84	0.00021	0.0012	15.6	3.94	45.2
R-HSA-72202	Transport of Mature Transcript to Cytoplasm	83	5	8.74	5.9	0.00026	0.0015	9.87	3.02	25.2
