name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
MP:0002925	abnormal cardiovascular development	766	239	1.58	8.35	1.6e-15	4.1e-12	1.98	1.67	2.33
MP:0005294	abnormal heart ventricle morphology	686	218	1.61	8.26	3.8e-15	4.1e-12	2.02	1.7	2.4
MP:0000913	abnormal brain development	780	241	1.57	8.21	4.2e-15	4.1e-12	1.95	1.65	2.29
MP:0000783	abnormal forebrain morphology	1011	297	1.49	8.19	3e-15	4.1e-12	1.83	1.58	2.12
MP:0003861	abnormal nervous system development	1215	344	1.44	8.1	4.4e-15	4.1e-12	1.75	1.52	2.01
MP:0000428	abnormal craniofacial morphology	1095	315	1.46	8.03	8.5e-15	6.5e-12	1.78	1.54	2.06
MP:0002081	perinatal lethality	1327	368	1.41	7.95	1.1e-14	7.5e-12	1.71	1.49	1.95
MP:0005382	craniofacial phenotype	1099	315	1.45	7.96	1.5e-14	8.4e-12	1.77	1.53	2.04
MP:0002152	abnormal brain morphology	1633	436	1.36	7.83	1.8e-14	9.3e-12	1.64	1.44	1.86
MP:0006208	lethality throughout fetal growth and development	504	169	1.7	8.03	3.6e-14	1.7e-11	2.16	1.77	2.63
MP:0002127	abnormal cardiovascular system morphology	1950	504	1.31	7.68	4.3e-14	1.8e-11	1.58	1.4	1.78
MP:0014134	abnormal embryo morphology	1333	366	1.39	7.69	6.8e-14	2.6e-11	1.68	1.47	1.92
MP:0002082	postnatal lethality	1346	367	1.38	7.55	1.9e-13	6.6e-11	1.66	1.45	1.9
MP:0006113	abnormal heart septum morphology	379	134	1.79	7.82	2.4e-13	7.8e-11	2.33	1.86	2.9
MP:0000432	abnormal head morphology	875	257	1.49	7.56	3.4e-13	1e-10	1.81	1.54	2.12
MP:0002085	abnormal embryonic tissue morphology	987	283	1.46	7.5	4.2e-13	1.2e-10	1.76	1.51	2.04
MP:0002058	neonatal lethality	979	281	1.46	7.49	4.5e-13	1.2e-10	1.76	1.51	2.04
MP:0005380	embryo phenotype	1722	449	1.32	7.37	4.6e-13	1.2e-10	1.58	1.39	1.79
MP:0002083	premature death	1443	385	1.35	7.25	1.3e-12	3.1e-10	1.61	1.41	1.84
MP:0000267	abnormal heart development	377	131	1.76	7.5	1.9e-12	4.3e-10	2.26	1.8	2.83
MP:0000452	abnormal mouth morphology	529	170	1.63	7.41	2e-12	4.3e-10	2.03	1.66	2.46
MP:0000281	abnormal interventricular septum morphology	329	118	1.82	7.51	2.3e-12	4.8e-10	2.37	1.86	3
MP:0000266	abnormal heart morphology	1397	372	1.35	7.06	4.7e-12	9.3e-10	1.6	1.4	1.83
MP:0011099	lethality throughout fetal growth and development, complete penetrance	326	115	1.79	7.2	1.5e-11	2.9e-09	2.3	1.81	2.92
MP:0002200	abnormal brain ventricular system morphology	370	126	1.73	7.08	2.5e-11	4.6e-09	2.19	1.74	2.74
MP:0003743	abnormal facial morphology	708	209	1.5	6.83	4.6e-11	8.1e-09	1.8	1.51	2.14
MP:0005369	muscle phenotype	1401	367	1.33	6.63	7.3e-11	1.2e-08	1.56	1.36	1.78
MP:0010402	ventricular septal defect	237	89	1.91	7	8e-11	1.3e-08	2.53	1.91	3.33
