query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection
1	1	TRUE	0.0429	7	849	3	0.004	0.429	GO:1903405	BP	938	protein localization to nuclear body	1	CCT8,CCT2,TCP1
2	1	TRUE	0.0429	7	849	3	0.004	0.429	GO:1904867	BP	938	protein localization to Cajal body	2	CCT8,CCT2,TCP1
3	1	TRUE	0.0429	7	849	3	0.004	0.429	GO:1904869	BP	938	regulation of protein localization to Cajal body	1	CCT8,CCT2,TCP1
4	1	TRUE	0.0429	7	849	3	0.004	0.429	GO:1904871	BP	938	positive regulation of protein localization to Cajal body	2	CCT8,CCT2,TCP1
5	1	TRUE	0.0356	2	849	2	0.002	1	GO:0033140	BP	70	negative regulation of peptidyl-serine phosphorylation of STAT protein	1	PWP1,GGNBP2
6	1	TRUE	0.0148	191	849	19	0.022	0.099	GO:0009123	BP	746	nucleoside monophosphate metabolic process	1	ATP5F1,CLPX,DNAJC15,NDUFAF7,NDUFV2,MSH2,SDHAF2,HPRT,NUDT5,SNCA,OLA1,DUT,PMPCB,TEFM,GM10053,PGK1,CYCS,NUDT10,NUDT11
7	1	TRUE	0.0224	184	849	18	0.021	0.098	GO:0009161	BP	746	ribonucleoside monophosphate metabolic process	2	ATP5F1,CLPX,DNAJC15,NDUFAF7,NDUFV2,MSH2,SDHAF2,HPRT,NUDT5,SNCA,OLA1,PMPCB,TEFM,GM10053,PGK1,CYCS,NUDT10,NUDT11
8	1	TRUE	0.0224	184	849	18	0.021	0.098	GO:0009126	BP	746	purine nucleoside monophosphate metabolic process	2	ATP5F1,CLPX,DNAJC15,NDUFAF7,NDUFV2,MSH2,SDHAF2,HPRT,NUDT5,SNCA,OLA1,PMPCB,TEFM,GM10053,PGK1,CYCS,NUDT10,NUDT11
9	1	TRUE	0.0216	183	849	18	0.021	0.098	GO:0009167	BP	746	purine ribonucleoside monophosphate metabolic process	3	ATP5F1,CLPX,DNAJC15,NDUFAF7,NDUFV2,MSH2,SDHAF2,HPRT,NUDT5,SNCA,OLA1,PMPCB,TEFM,GM10053,PGK1,CYCS,NUDT10,NUDT11
10	1	TRUE	3.89e-14	8122	849	464	0.547	0.057	GO:0008152	BP	402	metabolic process	1	TPD52L1,MCTS1,WDR77,ATP5F1,C1D,ILF2,ZMAT2,IFRD1,DDX18,EEF1E1,PWP1,SNRPD1,MED6,NAA20,PRKRA,ZFP959,CIAO1,TFAM,FANCL,PPP1CC,SLBP,JKAMP,BCAS2,RSL1D1,ZFP184,STAMBP,HNRNPA0,SNRPB2,PRPF31,PPP2CB,FAF1,APIP,PDHX,RPL15,RPA3,TSG101,MRPS25,CLPX,MRPL32,UBE2A,MRPS18C,PSMD11,UCHL5,DHX40,CBX1,RARS,COPS3,RWDD1,GTF3C6,PEX7,SNRPF,DDX50,PPA1,YEATS4,SNRPD3,ZFP354B,PPP2CA,HNRNPAB,CDKL3,UBE2B,MED7,PPM1D,GGNBP2,RDH14,SH3YL1,TLK2,PSMD12,SUMO2,YWHAE,SCFD1,PPP2R3C,1110008L16RIK,PSMA6,GSTZ1,SLIRP,MNAT1,EIF2S1,PIGH,GTPBP4,FCF1,TRIM27,RIOK1,CAML,NAA35,NSUN2,MED10,GTF2H2,PTCD2,ANKRA2,DHFR,PSMD6,UBE2E1,FAM213A,2700060E02RIK,PSMC6,DPH3,SPCS1,PINX1,MIPEP,NUFIP1,DNAJC15,WBP4,ELP3,PPP2R2A,MED4,UCHL3,SUB1,KHDRBS3,EIF3E,SQLE,MRPL13,RBX1,SLC25A17,ATG3,ARL6,NIT2,NCBP2,YARS2,RFC4,EIF4A2,MRPL39,PIGP,DENR,UBE2J2,RAB12,ACAT2,MPC1,CDC5L,GLO1,DPY30,NDUFAF7,NDUFV2,PIGF,MSH2,POLR2D,ELP2,PPP2R2B,SDHAF2,RFK,RPP30,PDCD4,ZDHHC6,PCGF6,SFR1,GSTO1,WDR45B,BBS4,HDHD2,CRCP,CCT8,HPRT,NUDT5,SNCA,COPS5,IDH1,METTL21A,HSPD1,WDR75,WDR12,SUMO1,STRADB,NIF3L1,ORMDL1,SDHAF4,XRCC5,PSMD1,FARSB,MTERF4,RGS2,NIFK,DARS2,MMADHC,MRRF,PSMD14,NUP35,UBE2E3,CLP1,MED19,OLA1,NOP10,EIF3M,DUT,MKKS,FAM98B,MCM8,CRLS1,E2F5,ZFP639,EXOSC9,UFM1,SCHIP1,PPID,EIF2A,PDCD10,SEC22B,DDX20,JTB,EXTL2,LARP7,PLRG1,PLA2G12A,THEM4,CISD2,RPF1,CRYZ,COQ3,LMO4,GTF2B,AKIRIN2,RARS2,IFT74,MAGOH,EXO5,CTPS,RRAGC,MYCBP,EIF2B3,MMACHC,MRPS15,YRDC,ORC5,PMPCB,DNAJB6,ANAPC4,LIAS,UBE2K,GLMN,BRDT,MTHFD2L,EIF2B1,RCHY1,RNF34,MRPL1,PGAM5,ASNS,MALSU1,POLE4,CNBP,THUMPD3,MED21,MRPL51,PDCD5,POP4,PRMT3,SNRPA1,MPHOSPH10,EED,LIPT2,NDUFAB1,UQCRC2,THUMPD1,ZRANB1,UROS,BCCIP,GLRX3,RBMX2,CETN2,NSDHL,RBBP7,MORF4L2,PSMD10,PRPS1,AGPAT5,NEK3,DCTN6,ASH2L,MAK16,MSMO1,SAP30,HPGD,UFSP2,BRD7,LSM6,MPHOSPH6,MED17,GABARAPL2,DCUN1D5,REXO2,ACAT1,FDX1,PTS,PUS3,RSL24D1,BCKDHB,NNMT,FBXO22,TIPIN,UBA5,MRPL3,ATG12,IFT57,FKBP1A,CDO1,ABHD10,MCEE,GTF2A2,HACD3,RPAP2,MRPL15,PARL,RFC3,CCT2,TPST1,LSM3,MRPS17,EXOSC1,GTF2H5,TRMT5,TMEM5,TRIM13,COPS4,ALG8,TDP2,UBE2R2,SKP1A,SIAH1A,KDM1A,PAIP2,RBMXL1,DDX1,KIN,LSM1,SF3B6,MRPL47,GNPNAT1,NSRP1,ATG5,PDSS2,WDR36,GMDS,RBM8A,PIGU,CDC16,RPF2,INIP,EFL1,MED30,BUD31,UBE2L3,RABGGTB,TASP1,CDC123,IL18,RPL22L1,TUSC3,MMD2,NDP,OARD1,TIPRL,RRAGB,PPP2R2D,CCDC115,BAG2,GNL3,IMMP1L,MCTS2,PYURF,TAF10,LSM8,TRMT10C,ISCA1,ZFP560,BASP1,POLR2K,EID2,TEFM,NQO2,2810006K23RIK,LONP2,TAF13,TYW5,C1GALT1C1,MTERF2,TCEAL1,VCPKMT,SNIP1,B3GALT6,TAF7,TCEAL8,SPDYA,BC004004,UBA2,MLLT11,THOC7,CHCHD3,ZFP14,UTP18,EAPP,CPSF3,SPCS3,KCMF1,GEMIN6,AI987944,IMMP2L,SNRPG,BLOC1S2,ZFP119A,MRPS14,TXNDC9,RPL5,GM10053,HOPX,NSMCE2,TAF1B,PSMA3,GEMIN2,SERPINB6A,HNRNPC,ARL1,WDR61,GDPD1,PGK1,ZFP119B,MORF4L1,ITGB1BP1,ZFP706,MTAP,ZFP35,CYCS,PTCD3,MT-ND3,CDC26,HMGN3,ZFP772,HTATSF1,GTF2F2,TCP1,NDUFAF2,ZFP825,SAT2,UTP3,RRAGA,PTGES3,ZFP58,TBPL1,PPIA,PTRH2,NUDT10,NUDT11,AMD1,COMMD6,YWHAQ,GM2000,SARNP,BNIP3,GM6710,AK6,TRAPPC2,PIN4,2210013O21RIK,LAMTOR5,CHURC1,METTL23,SNRPE,GM17430,EID1,LAMTOR3,LSM5,UBE2D2A,DYX1C1,HIST2H3C1,RNF113A2,GM28048,MPV17
