name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-72766	Translation	258	139	4.25	20.1	1.3e-58	1.1e-55	8.9	6.86	11.6
R-HSA-192823	Viral mRNA Translation	89	73	6.47	19.7	1.3e-50	5.3e-48	33.2	19.1	61.4
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	93	74	6.27	19.5	1.7e-49	4.8e-47	28.4	16.9	49.9
R-HSA-72689	Formation of a pool of free 40S subunits	101	76	5.93	19	1.3e-47	1.9e-45	22.2	13.9	36.5
R-HSA-72613	Eukaryotic Translation Initiation	119	83	5.5	18.8	1.4e-47	1.9e-45	16.9	11.2	25.9
R-HSA-72737	Cap-dependent Translation Initiation	119	83	5.5	18.8	1.4e-47	1.9e-45	16.9	11.2	25.9
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	111	79	5.61	18.6	2.2e-46	2.6e-44	18	11.8	28.3
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	112	79	5.56	18.5	6.5e-46	6.8e-44	17.5	11.5	27.2
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	95	71	5.89	18.3	3.5e-44	3.3e-42	21.5	13.3	35.8
R-HSA-927802	Nonsense-Mediated Decay (NMD)	115	75	5.14	17	7.2e-40	5.5e-38	13.6	9.13	20.7
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	115	75	5.14	17	7.2e-40	5.5e-38	13.6	9.13	20.7
R-HSA-168273	Influenza Viral RNA Transcription and Replication	133	80	4.74	16.6	1.2e-38	8.3e-37	11	7.65	16
R-HSA-168255	Influenza Life Cycle	143	80	4.41	15.7	1.9e-35	1.2e-33	9.26	6.53	13.2
R-HSA-168254	Influenza Infection	154	81	4.15	15	2.8e-33	1.7e-31	8.09	5.79	11.3
R-HSA-5663205	Infectious disease	326	125	3.02	14.2	4.5e-33	2.5e-31	4.64	3.65	5.88
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	182	82	3.55	13.2	1.4e-27	7.2e-26	5.96	4.37	8.12
R-HSA-8868773	rRNA processing in the nucleus and cytosol	191	84	3.47	13.1	2.5e-27	1.2e-25	5.71	4.21	7.73
R-HSA-72312	rRNA processing	201	86	3.37	13	6.5e-27	3e-25	5.45	4.04	7.32
R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	118	57	3.81	11.7	2.4e-21	1e-19	6.69	4.55	9.81
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	165	69	3.3	11.3	4.1e-21	1.7e-19	5.17	3.72	7.17
R-HSA-5389840	Mitochondrial translation elongation	84	45	4.22	11.3	2e-19	8.1e-18	8.2	5.19	13
