name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-180024	DARPP-32 events	19	8	5.26	5.48	5.6e-05	0.026	8.42	2.93	23.1
R-HSA-209560	NF-kB is activated and signals survival	13	6	5.76	5.07	0.00027	0.026	9.91	2.74	34.5
R-HSA-5696394	DNA Damage Recognition in GG-NER	38	11	3.61	4.76	0.00013	0.026	4.73	2.11	9.89
R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	44	12	3.41	4.72	0.00012	0.026	4.36	2.03	8.73
R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR)	56	14	3.12	4.7	9.6e-05	0.026	3.88	1.95	7.28
R-HSA-111885	Opioid Signalling	74	16	2.7	4.33	2e-04	0.026	3.21	1.71	5.7
R-HSA-5358351	Signaling by Hedgehog	148	25	2.11	4.01	0.00027	0.026	2.38	1.47	3.7
R-HSA-5663202	Diseases of signal transduction	359	48	1.67	3.81	0.00028	0.026	1.82	1.3	2.5
R-HSA-5653656	Vesicle-mediated transport	631	75	1.48	3.71	0.00029	0.026	1.61	1.23	2.07
R-HSA-9006936	Signaling by TGF-beta family members	95	18	2.37	3.95	0.00047	0.032	2.72	1.53	4.62
R-HSA-3858494	Beta-catenin independent WNT signaling	137	23	2.1	3.81	0.00052	0.032	2.36	1.43	3.74
R-HSA-199991	Membrane Trafficking	599	71	1.48	3.57	0.00045	0.032	1.6	1.21	2.08
R-HSA-382551	Transport of small molecules	705	81	1.43	3.53	0.00049	0.032	1.55	1.2	1.98
R-HSA-170834	Signaling by TGF-beta Receptor Complex	66	14	2.65	3.96	0.00061	0.035	3.13	1.59	5.76
R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	32	9	3.51	4.2	0.00068	0.036	4.53	1.84	10.2
R-HSA-5655291	Signaling by FGFR4 in disease	11	5	5.68	4.58	0.001	0.044	9.62	2.32	37.9
R-HSA-193639	p75NTR signals via NF-kB	16	6	4.68	4.35	0.001	0.044	6.93	2.07	21.1
R-HSA-177929	Signaling by EGFR	40	10	3.12	3.97	0.00095	0.044	3.86	1.68	8.16
R-HSA-9006925	Intracellular signaling by second messengers	282	38	1.68	3.43	0.001	0.044	1.83	1.25	2.6
R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	42	10	2.97	3.78	0.0014	0.05	3.62	1.58	7.58
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	42	10	2.97	3.78	0.0014	0.05	3.62	1.58	7.58
R-HSA-390466	Chaperonin-mediated protein folding	43	10	2.9	3.69	0.0017	0.05	3.51	1.54	7.33
R-HSA-391251	Protein folding	43	10	2.9	3.69	0.0017	0.05	3.51	1.54	7.33
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	43	10	2.9	3.69	0.0017	0.05	3.51	1.54	7.33
R-HSA-5610787	Hedgehog 'off' state	113	19	2.1	3.47	0.0015	0.05	2.35	1.35	3.91
R-HSA-166520	Signalling by NGF	147	23	1.95	3.44	0.0014	0.05	2.16	1.31	3.42
R-HSA-6807070	PTEN Regulation	140	22	1.96	3.38	0.0017	0.05	2.17	1.3	3.47
R-HSA-392499	Metabolism of proteins	1907	186	1.22	3.12	0.0013	0.05	1.31	1.1	1.56
