name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-3229121	Glycogen storage diseases	16	4	13.7	6.92	0.00017	0.04	18.3	4.25	60.9
R-HSA-3785653	Myoclonic epilepsy of Lafora	11	3	14.9	6.3	0.00089	0.04	20.4	3.46	86.1
R-HSA-5689877	Josephin domain DUBs	12	3	13.7	6	0.0012	0.04	18.2	3.14	73.6
R-HSA-5663084	Diseases of carbohydrate metabolism	34	5	8.05	5.62	0.00035	0.04	9.49	2.83	25.2
R-HSA-205043	NRIF signals cell death from the nucleus	15	3	10.9	5.26	0.0023	0.04	13.6	2.45	51.1
R-HSA-5609975	Diseases associated with glycosylation precursor biosynthesis	15	3	10.9	5.26	0.0023	0.04	13.6	2.45	51.1
R-HSA-69298	Association of licensing factors with the pre-replicative complex	15	3	10.9	5.26	0.0023	0.04	13.6	2.45	51.1
R-HSA-1295596	Spry regulation of FGF signaling	16	3	10.3	5.06	0.0028	0.04	12.6	2.28	46.3
R-HSA-3322077	Glycogen synthesis	16	3	10.3	5.06	0.0028	0.04	12.6	2.28	46.3
R-HSA-5358346	Hedgehog ligand biogenesis	64	6	5.13	4.52	0.0011	0.04	5.71	1.99	13.4
R-HSA-70614	Amino acid synthesis and interconversion (transamination)	33	4	6.63	4.42	0.0029	0.04	7.55	1.91	21.8
R-HSA-69615	G1/S DNA Damage Checkpoints	68	6	4.83	4.32	0.0015	0.04	5.34	1.86	12.5
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	52	5	5.26	4.2	0.0025	0.04	5.84	1.79	14.9
R-HSA-69610	p53-Independent DNA Damage Response	52	5	5.26	4.2	0.0025	0.04	5.84	1.79	14.9
R-HSA-69613	p53-Independent G1/S DNA damage checkpoint	52	5	5.26	4.2	0.0025	0.04	5.84	1.79	14.9
R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	74	6	4.44	4.05	0.0023	0.04	4.86	1.7	11.4
R-HSA-453279	Mitotic G1-G1/S phases	143	9	3.44	4.02	0.0012	0.04	3.74	1.65	7.48
R-HSA-5362768	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	56	5	4.89	3.98	0.0035	0.04	5.38	1.66	13.6
R-HSA-5689603	UCH proteinases	97	7	3.95	3.98	0.002	0.04	4.3	1.66	9.42
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	78	6	4.21	3.88	0.003	0.04	4.59	1.61	10.7
R-HSA-69206	G1/S Transition	124	8	3.53	3.87	0.0019	0.04	3.83	1.59	7.96
R-HSA-195253	Degradation of beta-catenin by the destruction complex	81	6	4.05	3.76	0.0036	0.04	4.41	1.55	10.2
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	81	6	4.05	3.76	0.0036	0.04	4.41	1.55	10.2
R-HSA-446203	Asparagine N-linked glycosylation	299	14	2.56	3.74	0.0012	0.04	2.77	1.47	4.86
R-HSA-2467813	Separation of Sister Chromatids	191	10	2.86	3.55	0.0026	0.04	3.08	1.43	5.94
R-HSA-71291	Metabolism of amino acids and derivatives	251	12	2.62	3.54	0.0022	0.04	2.82	1.41	5.14
R-HSA-69275	G2/M Transition	195	10	2.81	3.47	0.0031	0.04	3.01	1.4	5.8
