name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-68962	Activation of the pre-replicative complex	32	3	19.2	7.21	0.00049	0.015	22.3	4.2	76
R-HSA-5696400	Dual Incision in GG-NER	41	3	15	6.28	0.001	0.015	17	3.24	56.8
R-HSA-5696395	Formation of Incision Complex in GG-NER	43	3	14.3	6.11	0.0012	0.015	16.2	3.09	53.7
R-HSA-69239	Synthesis of DNA	99	4	8.26	5.09	0.0014	0.015	9.23	2.36	26.1
R-HSA-69306	DNA Replication	108	4	7.57	4.81	0.0019	0.015	8.42	2.16	23.7
R-HSA-8957275	Post-translational protein phosphorylation	108	4	7.57	4.81	0.0019	0.015	8.42	2.16	23.7
R-HSA-5696398	Nucleotide Excision Repair	111	4	7.36	4.73	0.0021	0.015	8.18	2.1	23
R-HSA-112382	Formation of RNA Pol II elongation complex 	61	3	10	4.97	0.0032	0.016	11.1	2.15	36.2
R-HSA-75955	RNA Polymerase II Transcription Elongation	61	3	10	4.97	0.0032	0.016	11.1	2.15	36.2
R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	65	3	9.43	4.78	0.0039	0.016	10.4	2.02	33.8
R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	65	3	9.43	4.78	0.0039	0.016	10.4	2.02	33.8
R-HSA-6782135	Dual incision in TC-NER	66	3	9.29	4.74	0.0041	0.016	10.2	1.99	33.2
R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	125	4	6.54	4.37	0.0032	0.016	7.23	1.86	20.3
R-HSA-69242	S Phase	138	4	5.92	4.08	0.0045	0.017	6.52	1.68	18.2
R-HSA-453279	Mitotic G1-G1/S phases	143	4	5.72	3.98	0.0051	0.018	6.28	1.62	17.6
R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	76	3	8.07	4.34	0.006	0.02	8.83	1.72	28.5
R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	79	3	7.76	4.23	0.0067	0.02	8.48	1.65	27.3
R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	84	3	7.3	4.06	0.0079	0.02	7.95	1.55	25.6
R-HSA-674695	RNA Polymerase II Pre-transcription Events	84	3	7.3	4.06	0.0079	0.02	7.95	1.55	25.6
R-HSA-68874	M/G1 Transition	85	3	7.21	4.03	0.0082	0.02	7.85	1.53	25.2
R-HSA-69002	DNA Replication Pre-Initiation	85	3	7.21	4.03	0.0082	0.02	7.85	1.53	25.2
R-HSA-72163	mRNA Splicing - Major Pathway	183	4	4.47	3.32	0.012	0.029	4.86	1.26	13.5
R-HSA-162587	HIV Life Cycle	101	3	6.07	3.59	0.013	0.03	6.56	1.28	21
R-HSA-72172	mRNA Splicing	191	4	4.28	3.21	0.014	0.03	4.65	1.2	12.9
R-HSA-73894	DNA Repair	315	5	3.24	2.84	0.018	0.038	3.54	1.09	8.99
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	121	3	5.07	3.16	0.021	0.042	5.44	1.07	17.3
R-HSA-69206	G1/S Transition	124	3	4.94	3.1	0.023	0.043	5.3	1.04	16.9
R-HSA-2990846	SUMOylation	127	3	4.83	3.04	0.024	0.045	5.17	1.02	16.4
