name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu
R-HSA-72766	Translation	258	34	3.03	7.05	6e-09	2.8e-06	3.54	2.36	5.17
R-HSA-8953854	Metabolism of RNA	646	56	2	5.57	4.2e-07	9.8e-05	2.25	1.65	3.03
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	182	24	3.04	5.91	1.1e-06	0.00011	3.48	2.14	5.44
R-HSA-199991	Membrane Trafficking	599	52	2	5.37	1.1e-06	0.00011	2.24	1.62	3.04
R-HSA-392499	Metabolism of proteins	1907	123	1.48	5.01	1.1e-06	0.00011	1.72	1.38	2.14
R-HSA-8868773	rRNA processing in the nucleus and cytosol	191	24	2.89	5.63	2.6e-06	0.00017	3.29	2.03	5.13
R-HSA-5653656	Vesicle-mediated transport	631	53	1.93	5.16	2.3e-06	0.00017	2.16	1.57	2.92
R-HSA-72312	rRNA processing	201	24	2.75	5.34	6.3e-06	0.00037	3.1	1.91	4.83
R-HSA-381119	Unfolded Protein Response (UPR)	93	15	3.71	5.6	1e-05	0.00052	4.35	2.3	7.7
R-HSA-192823	Viral mRNA Translation	89	14	3.62	5.29	2.7e-05	0.0012	4.21	2.18	7.59
R-HSA-168254	Influenza Infection	154	19	2.84	4.9	3.7e-05	0.0014	3.19	1.85	5.25
R-HSA-5663205	Infectious disease	326	31	2.19	4.65	3.3e-05	0.0014	2.41	1.59	3.56
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	93	14	3.47	5.09	4.4e-05	0.0015	4	2.07	7.18
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	95	14	3.39	4.99	5.6e-05	0.0015	3.9	2.02	7
R-HSA-72613	Eukaryotic Translation Initiation	119	16	3.09	4.9	5.3e-05	0.0015	3.51	1.92	6.05
R-HSA-72737	Cap-dependent Translation Initiation	119	16	3.09	4.9	5.3e-05	0.0015	3.51	1.92	6.05
R-HSA-168255	Influenza Life Cycle	143	18	2.9	4.87	4.5e-05	0.0015	3.26	1.85	5.44
R-HSA-168273	Influenza Viral RNA Transcription and Replication	133	17	2.94	4.81	6e-05	0.0015	3.32	1.85	5.61
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	111	15	3.11	4.77	8.6e-05	0.0021	3.53	1.88	6.18
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	112	15	3.08	4.72	9.5e-05	0.0022	3.49	1.86	6.11
R-HSA-72689	Formation of a pool of free 40S subunits	101	14	3.19	4.72	0.00011	0.0024	3.63	1.89	6.48
R-HSA-8856828	Clathrin-mediated endocytosis	140	17	2.8	4.56	0.00012	0.0024	3.13	1.75	5.27
R-HSA-927802	Nonsense-Mediated Decay (NMD)	115	15	3	4.6	0.00013	0.0025	3.38	1.81	5.92
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	115	15	3	4.6	0.00013	0.0025	3.38	1.81	5.92
R-HSA-109606	Intrinsic Pathway for Apoptosis	40	8	4.6	4.87	0.00027	0.005	5.59	2.21	12.5
R-HSA-450604	KSRP (KHSRP) binds and destabilizes mRNA	15	5	7.67	5.51	0.00032	0.0056	11.1	2.97	35.8
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	100	13	2.99	4.27	0.00037	0.0061	3.36	1.71	6.11
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	243	23	2.18	3.96	0.00037	0.0061	2.37	1.46	3.7
R-HSA-112308	Presynaptic depolarization and calcium channel opening	12	4	7.67	4.93	0.0013	0.021	11.1	2.44	41.6
R-HSA-5682910	LGI-ADAM interactions	14	4	6.58	4.45	0.0025	0.037	8.88	2.02	31
R-HSA-109581	Apoptosis	108	12	2.56	3.47	0.0025	0.037	2.8	1.39	5.17
R-HSA-379716	Cytosolic tRNA aminoacylation	24	5	4.8	3.97	0.0032	0.047	5.85	1.7	16.3
R-HSA-5576892	Phase 0 - rapid depolarisation	46	7	3.5	3.63	0.0034	0.047	4	1.5	9.11
R-HSA-917937	Iron uptake and transport	58	8	3.17	3.54	0.0034	0.047	3.57	1.45	7.65
