query.number	significant	p.value	term.size	query.size	overlap.size	precision	recall	term.id	domain	subgraph.number	term.name	relative.depth	intersection
1	1	TRUE	0.00432	66	1333	14	0.011	0.212	GO:0051899	BP	53	membrane depolarization	1	CACNA1B,YWHAH,CACNG2,CACNA1G,CATSPER3,SLMAP,CHRNA4,CHRNB2,SCN11A,PTPN3,SCN3B,GJA1,CAMK2D,ATPIF1
2	1	TRUE	0.0341	34	1333	8	0.006	0.235	GO:0086010	BP	53	membrane depolarization during action potential	1	CACNA1B,YWHAH,CACNA1G,CATSPER3,SLMAP,SCN11A,PTPN3,SCN3B
3	1	TRUE	0.0318	227	1333	28	0.021	0.123	GO:0003007	BP	209	heart morphogenesis	1	SHH,CTNNB1,FHL2,DLL1,WNT11,IFT52,RTN4,ID2,MSX2,COL4A3BP,SNAI2,VEGFA,SMAD4,OLFM1,CCDC39,PITX2,MTOR,TEAD2,NPY1R,HAND1,RBPJ,CITED2,ASXL1,MEGF8,FZD2,GJA1,JUN,NACA
4	1	TRUE	0.0405	43	1333	9	0.007	0.209	GO:0043462	BP	298	regulation of ATPase activity	1	DYNLL1,ATP1B1,DYNC1I2,PFN2,ALDOB,PLSCR1,ATP1B3,LTF,ATPIF1
5	1	TRUE	0.0425	28	1333	7	0.005	0.25	GO:0032781	BP	298	positive regulation of ATPase activity	1	DYNLL1,ATP1B1,DYNC1I2,PFN2,ALDOB,PLSCR1,ATP1B3
6	1	TRUE	0.0246	25	1333	7	0.005	0.28	GO:0045671	BP	365	negative regulation of osteoclast differentiation	1	CLEC2G,IL4,CTNNB1,FSTL3,SFRP1,LTF,PIK3R1
7	1	TRUE	0.046	36	1333	8	0.006	0.222	GO:0034198	BP	164	cellular response to amino acid starvation	1	EIF2AK4,EIF2S1,RRAGC,MTOR,DAP,ATF4,MIOS,RRAGA
8	1	TRUE	0.0128	11	1333	5	0.004	0.455	GO:0050765	BP	313	negative regulation of phagocytosis	1	CNN2,ATG7,ATG5,CD300LF,HMGB1
9	1	TRUE	0.0266	4	1333	3	0.002	0.75	GO:1903275	BP	75	positive regulation of sodium ion export	1	ATP1B1,ATP1B3,FXYD1
10	1	TRUE	0.0266	4	1333	3	0.002	0.75	GO:1903278	BP	75	positive regulation of sodium ion export across plasma membrane	1	ATP1B1,ATP1B3,FXYD1
